CLIENTNUM,Income_Category,No_of_product,Total_Trans_Amt,Total_Trans_Count,Credit Score,Outstanding Loans,Balance,PhoneService,InternetService,TechSupport,PaperlessBilling,PaymentMethod,Recency,Frequency,Monetary,engagement_score,ClickThroughRate,ConversionRate,ChosenTiming,ChosenFrequency,ChosenChannel
575745107,1,3,1690,45,761.704811437662,18902.055000621014,53431.52993430862,1,0,2,0,3,0.8598901098901099,0.3333333333333333,0.09583758648066236,0.4727073199002427,0.10188340897390058,8.915924206414162e-05,6,1,Email
304311148,3,4,4618,61,161.3523020491516,55629.85156644967,68488.9727448846,1,1,0,1,0,0.6126373626373627,0.45185185185185184,0.2618804582057389,0.45917463807222225,0.10188340897390058,8.915924206414162e-05,6,1,Email
500381564,2,3,3649,79,485.3150715160472,28118.81329156321,65510.12001016171,1,1,0,1,2,0.7142857142857143,0.5851851851851851,0.2069297947147556,0.523348779684268,0.10188340897390058,8.915924206414162e-05,6,1,Email
623011806,4,3,3903,88,896.9282294587003,35047.68507784774,43642.15480394224,1,2,1,0,2,0.01098901098901095,0.6518518518518519,0.22133378700238177,0.26635129605187446,0.10188340897390058,8.915924206414162e-05,6,1,Email
368852408,4,2,1882,44,776.7328545121478,33106.148116962955,101114.90471444436,1,1,0,1,2,0.5494505494505495,0.32592592592592595,0.10672564364296246,0.34957569065088634,0.10188340897390058,8.915924206414162e-05,6,1,Email
234155243,0,2,1575,44,669.9479281768405,21217.88055906728,82773.05351459555,1,0,2,1,0,0.5027472527472527,0.32592592592592595,0.08931609390949302,0.3256715070495268,0.10188340897390058,8.915924206414162e-05,6,1,Email
902486146,4,4,8894,85,461.2803365636784,27333.796176264324,7410.41406933617,0,2,1,1,0,0.02197802197802201,0.6296296296296297,0.5043665645911307,0.3489900670574369,0.10188340897390058,8.915924206414162e-05,6,1,Email
714742435,3,2,8645,81,526.0609171655763,8915.255321326458,121097.053652577,1,1,1,0,3,0.23901098901098905,0.6,0.49024611545877284,0.4226782302420275,0.10188340897390058,8.915924206414162e-05,6,1,Email
122286303,0,2,8419,66,654.2688484816506,13546.22029358311,236466.85368411924,1,2,0,1,2,0.5989010989010989,0.4888888888888889,0.47742996484064876,0.5294560956793009,0.10188340897390058,8.915924206414162e-05,6,1,Email
710538183,4,3,4220,83,338.79548188207195,13423.995186548498,138635.42298417923,1,2,0,1,2,0.3159340659340659,0.6148148148148148,0.23931042304638767,0.3826111977319871,0.10188340897390058,8.915924206414162e-05,6,1,Email
906995509,1,1,2370,80,612.9479474695826,38868.83677047261,200678.675388471,1,1,0,1,1,0.9120879120879121,0.5925925925925926,0.1343994555971419,0.5829327792920852,0.10188340897390058,8.915924206414162e-05,6,1,Email
333589499,2,2,5056,85,750.3418935063002,30476.756184144084,80662.69189985706,1,0,0,1,2,0.46703296703296704,0.6296296296296297,0.286718838607236,0.4617177272842465,0.10188340897390058,8.915924206414162e-05,6,1,Email
100535580,4,4,2694,36,490.6393921312496,15893.250926263998,218896.4208734838,1,1,2,1,2,0.6648351648351649,0.26666666666666666,0.15277305205852332,0.391765981551623,0.10188340897390058,8.915924206414162e-05,6,1,Email
495244337,4,4,4665,69,505.78022781024026,36723.91850073899,142204.03036273317,1,0,0,1,3,0.09890109890109888,0.5111111111111111,0.2645457638652603,0.272257502053351,0.10188340897390058,8.915924206414162e-05,6,1,Email
491122499,3,4,3470,72,691.8773524896151,17642.796335957883,50609.53060936909,1,1,0,1,0,0.39560439560439564,0.5333333333333333,0.1967789497561529,0.3772754431686041,0.10188340897390058,8.915924206414162e-05,6,1,Email
698428094,3,2,7989,84,293.3383805923563,18485.34571237104,80638.05024820796,1,2,0,1,1,0.9093406593406593,0.6222222222222222,0.4530452534875808,0.6863165064492047,0.10188340897390058,8.915924206414162e-05,6,1,Email
807756948,4,4,1861,47,437.0886402976838,12722.07483539826,72257.92662619468,1,1,1,0,1,0.6538461538461539,0.34814814814814815,0.10553476239083588,0.3976433347001568,0.10188340897390058,8.915924206414162e-05,6,1,Email
837213024,4,2,4967,120,564.585310683138,37450.52826037969,105205.99196447222,1,1,1,1,3,0.019230769230769273,0.8888888888888888,0.2816717704434615,0.3588605054920128,0.10188340897390058,8.915924206414162e-05,6,1,Email
399909942,1,2,3724,113,646.7231923624444,36763.61549510109,77564.76269242162,1,2,2,1,2,0.5659340659340659,0.837037037037037,0.21118294204377908,0.5408396200978712,0.10188340897390058,8.915924206414162e-05,6,1,Email
201422054,3,5,1805,45,476.8373320343161,32884.96747650561,261729.2157881777,1,0,1,1,0,0.09065934065934067,0.3333333333333333,0.10235907905183168,0.16697145997928575,0.10188340897390058,8.915924206414162e-05,6,1,Email
185781321,4,3,5487,38,692.5623602454739,19534.881382015505,193972.35492940576,1,1,1,1,0,0.6236263736263736,0.2814814814814815,0.3111602585913576,0.42724307147240115,0.10188340897390058,8.915924206414162e-05,6,1,Email
714391683,2,4,8248,66,623.7861114934335,21895.61418916405,164646.32605257386,1,0,1,1,2,0.41758241758241754,0.4888888888888889,0.4677327889304752,0.45401947037877627,0.10188340897390058,8.915924206414162e-05,6,1,Email
200990829,4,3,2631,46,397.92113337032345,33710.993042750764,105959.28665966452,1,1,0,0,1,0.5796703296703296,0.34074074074074073,0.1492004083021436,0.37885047658099713,0.10188340897390058,8.915924206414162e-05,6,1,Email
728056685,4,1,8206,93,442.51127336299743,34538.32684705492,71757.8382587953,1,0,2,1,0,0.26098901098901095,0.6888888888888889,0.46535102642622206,0.45066757899013765,0.10188340897390058,8.915924206414162e-05,6,1,Email
818336508,0,6,4037,60,783.1893330770765,45296.18602949669,91415.6178803414,1,1,0,1,2,0.02472527472527475,0.4444444444444444,0.22893274356357038,0.21190326629251435,0.10188340897390058,8.915924206414162e-05,6,1,Email
395443414,1,4,3987,74,491.6891754684799,15603.408726296797,-10060.731530011588,1,2,0,0,3,0.5796703296703296,0.5481481481481482,0.22609731201088806,0.4641417699158428,0.10188340897390058,8.915924206414162e-05,6,1,Email
219586287,3,3,4014,70,787.1911441285351,-13909.1508578275,215152.40412452575,1,1,0,1,2,0.6840659340659341,0.5185185185185185,0.22762844504933652,0.4974704626967302,0.10188340897390058,8.915924206414162e-05,6,1,Email
997220644,4,6,5203,51,637.8331029959974,23814.503051990392,70561.52678697392,1,1,0,1,3,0.24450549450549453,0.37777777777777777,0.29505500737212204,0.2996520333471677,0.10188340897390058,8.915924206414162e-05,6,1,Email
876004605,4,6,2112,28,822.0767795479044,24422.780952057223,146006.37911715807,1,1,0,0,1,0.2637362637362637,0.2074074074074074,0.11976862878530112,0.20364731635231803,0.10188340897390058,8.915924206414162e-05,6,1,Email
369788725,1,2,14813,133,314.42383189634955,26873.44050864468,108534.49941947864,1,1,2,1,2,0.14835164835164838,0.9851851851851852,0.8400249517976636,0.606903700435514,0.10188340897390058,8.915924206414162e-05,6,1,Email
166430789,2,5,4220,76,583.4649323082905,50207.21522795726,135671.07680201263,1,0,0,1,0,0.33241758241758246,0.562962962962963,0.23931042304638767,0.37364904876983823,0.10188340897390058,8.915924206414162e-05,6,1,Email
824157858,3,4,1524,42,392.3136507104088,51276.29231101171,87864.85188346736,1,0,1,0,0,0.6758241758241759,0.3111111111111111,0.08642395372575706,0.3895901897807308,0.10188340897390058,8.915924206414162e-05,6,1,Email
398588507,4,2,15267,123,573.6972511785917,42956.09535069169,85335.75560141992,1,1,0,0,3,0.02197802197802201,0.9111111111111111,0.8657706702960191,0.5418557432133478,0.10188340897390058,8.915924206414162e-05,6,1,Email
289542387,4,6,2007,37,552.2307319366577,14406.07304689622,41823.045796449296,0,2,0,1,2,0.6538461538461539,0.2740740740740741,0.11381422252466826,0.37790495051808426,0.10188340897390058,8.915924206414162e-05,6,1,Email
121547732,4,4,2090,37,920.6180143857396,5780.130892898465,255408.3280835557,1,0,2,0,1,0.7005494505494505,0.2740740740740741,0.1185210389021209,0.3979983141126387,0.10188340897390058,8.915924206414162e-05,6,1,Email
40717237,3,3,2718,33,322.6962701923609,36180.54896107529,67010.94284567735,1,2,2,1,2,0.8653846153846154,0.24444444444444444,0.15413405920381082,0.46572739724832274,0.10188340897390058,8.915924206414162e-05,6,1,Email
844149232,4,3,3942,68,477.5090407209197,8052.433703640501,7386.574493146778,1,1,1,1,0,0.44505494505494503,0.5037037037037037,0.22354542361347396,0.3961967162171313,0.10188340897390058,8.915924206414162e-05,6,1,Email
503097537,4,4,16677,84,421.5787386518088,27780.969093196305,94995.74059332008,1,1,0,0,0,0.8736263736263736,0.6222222222222222,0.9457298400816604,0.8198361681417143,0.10188340897390058,8.915924206414162e-05,6,1,Email
115152036,4,4,4731,87,503.4795963497344,6946.7812171032165,-6035.709695908765,1,1,2,1,2,0.0714285714285714,0.6444444444444445,0.268288533514801,0.30239132195920215,0.10188340897390058,8.915924206414162e-05,6,1,Email
804428958,1,3,4847,78,564.8889547663692,34676.90270327501,236594.3350790969,1,0,2,0,0,0.5302197802197802,0.5777777777777777,0.27486673471702394,0.46788126583635264,0.10188340897390058,8.915924206414162e-05,6,1,Email
692431420,3,3,916,40,568.9981782166429,20164.62210617688,78675.29143616681,1,1,1,1,1,0.9203296703296704,0.2962962962962963,0.05194510604514007,0.47260428883429906,0.10188340897390058,8.915924206414162e-05,6,1,Email
150419139,1,2,8535,97,652.1868004929726,-4286.720830772469,90479.40858580236,1,1,0,0,0,0.8406593406593407,0.7185185185185186,0.4840081660428717,0.6970217416321534,0.10188340897390058,8.915924206414162e-05,6,1,Email
910707536,2,4,1545,33,747.5656788665111,27091.061415361877,77946.04669521737,1,0,2,1,1,0.8873626373626373,0.24444444444444444,0.08761483497788364,0.45456283877175335,0.10188340897390058,8.915924206414162e-05,6,1,Email
852338096,4,5,4713,113,709.7738489820108,28809.776602623664,64473.32781378232,1,0,0,1,1,0.8598901098901099,0.837037037037037,0.2672677781558353,0.6752474885139057,0.10188340897390058,8.915924206414162e-05,6,1,Email
241083499,0,3,4292,82,632.1046508371554,13987.116406006731,281587.98691388,1,2,0,1,2,0.7252747252747253,0.6074074074074074,0.2433934444822502,0.5453501456767874,0.10188340897390058,8.915924206414162e-05,6,1,Email
400537492,3,6,2620,61,449.20597905273087,36342.43604243756,89100.74871235926,1,1,1,1,1,0.9230769230769231,0.45185185185185184,0.14857661336055347,0.5493593087944908,0.10188340897390058,8.915924206414162e-05,6,1,Email
67680360,1,4,1667,46,484.9697602376818,8958.426613110048,20227.022345022982,1,1,2,1,1,0.23351648351648346,0.34074074074074073,0.09453328796642849,0.22398880201874416,0.10188340897390058,8.915924206414162e-05,6,1,Email
660134889,4,2,1571,42,874.1768574005301,36885.5524383848,-44892.32057963469,1,2,0,1,2,0.9395604395604396,0.3111111111111111,0.08908925938527844,0.49588428697309267,0.10188340897390058,8.915924206414162e-05,6,1,Email
770878458,4,3,3855,73,559.5898357924995,29626.54773451636,102631.34227580507,1,2,1,0,2,0.5247252747252747,0.5407407407407407,0.21861177271180673,0.4376958639258741,0.10188340897390058,8.915924206414162e-05,6,1,Email
447731814,4,3,2888,25,354.6674272881477,17683.1666079496,141539.58390863426,1,2,0,0,3,0.8708791208791209,0.18518518518518517,0.1637745264829307,0.4530395618520831,0.10188340897390058,8.915924206414162e-05,6,1,Email
17977480,3,2,8309,75,341.91994644912893,23746.80625206324,-34795.8227742794,1,1,0,1,1,0.21978021978021978,0.5555555555555556,0.47119201542474765,0.39593635920617887,0.10188340897390058,8.915924206414162e-05,6,1,Email
541842766,4,5,4191,88,511.40250073046894,40398.02974501649,88252.47651806945,1,0,1,1,3,0.23076923076923073,0.6518518518518519,0.23766587274583192,0.35916300968699744,0.10188340897390058,8.915924206414162e-05,6,1,Email
390230049,4,5,4642,71,423.861975883094,5590.67001170398,153715.13091944242,1,1,0,1,1,0.02197802197802201,0.5259259259259259,0.26324146535102644,0.24554142617429453,0.10188340897390058,8.915924206414162e-05,6,1,Email
680707194,4,4,14559,125,768.5548957126786,24037.004110237533,157396.04270709958,1,2,2,1,0,0.9148351648351648,0.9259259259259259,0.8256209595100374,0.8913981315648549,0.10188340897390058,8.915924206414162e-05,6,1,Email
372459743,3,3,1843,85,385.0134041671572,17064.041347303508,78187.2981171487,1,2,1,1,2,0.7115384615384616,0.6296296296296297,0.10451400703187025,0.5048584756138346,0.10188340897390058,8.915924206414162e-05,6,1,Email
869172728,4,3,2208,54,558.6509792323337,23992.395108797813,170331.26204807847,1,1,1,0,1,0.478021978021978,0.4,0.12521265736645118,0.34877258841872655,0.10188340897390058,8.915924206414162e-05,6,1,Email
691589559,4,5,2668,87,606.1097520714529,15767.674237652976,152644.52176675212,1,2,0,0,1,0.3076923076923077,0.6444444444444445,0.1512986276511285,0.361799844705595,0.10188340897390058,8.915924206414162e-05,6,1,Email
536777754,3,6,4282,68,570.7373280619429,18286.86098816979,92882.57948965231,1,1,2,0,2,0.7307692307692308,0.5037037037037037,0.24282635817171375,0.5162667108703175,0.10188340897390058,8.915924206414162e-05,6,1,Email
538192515,1,2,15206,121,609.1713463936404,37748.12543742951,89710.07184553973,1,2,2,0,3,0.016483516483516536,0.8962962962962963,0.8623114438017466,0.5341757286228195,0.10188340897390058,8.915924206414162e-05,6,1,Email
228005150,1,2,16154,127,276.0152774950209,34170.20272968954,154235.78038725912,1,1,0,1,2,0.16758241758241754,0.9407407407407408,0.9160712260406034,0.6240765570673703,0.10188340897390058,8.915924206414162e-05,6,1,Email
847241288,3,3,1588,45,329.595188168286,26067.322485845045,202662.83752588305,1,2,2,0,1,0.5714285714285714,0.3333333333333333,0.09005330611319043,0.3555874204053857,0.10188340897390058,8.915924206414162e-05,6,1,Email
34739510,3,4,3319,44,609.7162525346649,20828.20517312008,178273.878316214,1,1,2,0,1,0.2362637362637363,0.32592592592592595,0.18821594646705228,0.24874805622338797,0.10188340897390058,8.915924206414162e-05,6,1,Email
583899724,2,6,1166,59,820.3286738647016,47491.05747012523,109808.21621636016,1,1,0,0,0,0.09065934065934067,0.43703703703703706,0.06612226380855166,0.1872115265174129,0.10188340897390058,8.915924206414162e-05,6,1,Email
435552744,4,3,4421,78,576.4883015049771,11428.141118908932,163972.09786271962,1,2,0,0,2,0.9313186813186813,0.5777777777777777,0.2507088578881706,0.6210734632272571,0.10188340897390058,8.915924206414162e-05,6,1,Email
179809416,4,2,5074,82,519.6434771293282,29831.56721418486,55723.47956818677,1,0,2,1,2,0.46703296703296704,0.6074074074074074,0.28773959396620163,0.45535728722526947,0.10188340897390058,8.915924206414162e-05,6,1,Email
22016253,3,6,2930,89,310.8547488070196,27166.83027428518,28204.488668281367,1,1,0,1,1,0.8434065934065934,0.6592592592592592,0.16615628898718385,0.5849873018365702,0.10188340897390058,8.915924206414162e-05,6,1,Email
966437232,4,4,3905,69,247.9017844072245,38709.916834700096,176833.20141891608,1,0,2,1,1,0.989010989010989,0.5111111111111111,0.22144720426448905,0.6153718902170757,0.10188340897390058,8.915924206414162e-05,6,1,Email
907689979,1,4,4804,87,570.0344854207262,50438.97748083173,-59843.60765484643,1,0,0,1,2,0.0714285714285714,0.6444444444444445,0.2724282635817171,0.303633240979277,0.10188340897390058,8.915924206414162e-05,6,1,Email
322610858,1,2,14904,86,656.4363377395659,26767.253082528976,19595.4366336688,1,0,0,1,2,0.6565934065934066,0.6370370370370371,0.8451854372235454,0.7073041049155374,0.10188340897390058,8.915924206414162e-05,6,1,Email
36958976,1,3,1395,50,491.4379048394327,48471.364977031815,162178.30051048068,1,0,1,0,1,0.05494505494505497,0.37037037037037035,0.07910854031983668,0.1568216951850841,0.10188340897390058,8.915924206414162e-05,6,1,Email
520787479,4,3,5007,65,444.5987196647934,49605.06357484849,117929.2782084026,1,0,0,1,3,0.17032967032967028,0.48148148148148145,0.28394011568560734,0.29775834728199474,0.10188340897390058,8.915924206414162e-05,6,1,Email
704670133,4,4,15655,77,846.0008826635784,1967.7486555692667,90758.22140714034,1,1,0,0,1,0.5412087912087913,0.5703703703703704,0.8877736191448339,0.6539267133380777,0.10188340897390058,8.915924206414162e-05,6,1,Email
633892634,1,5,2421,40,419.69170256553065,20939.721095438297,132094.866637407,1,0,1,1,3,0.9862637362637363,0.2962962962962963,0.13729159578087785,0.5245818621286468,0.10188340897390058,8.915924206414162e-05,6,1,Email
971698417,4,3,2151,62,654.6683773972528,24626.971533288728,155580.11002100015,0,2,0,0,2,0.543956043956044,0.45925925925925926,0.12198026539639333,0.39195427497911334,0.10188340897390058,8.915924206414162e-05,6,1,Email
456361178,1,2,4292,93,531.2137189341239,9438.84417963935,115014.95830415678,1,1,2,0,3,0.5631868131868132,0.6888888888888889,0.2433934444822502,0.504959425286067,0.10188340897390058,8.915924206414162e-05,6,1,Email
434563485,4,4,1868,49,529.8792124975539,54018.63964340248,63183.56697026326,1,2,0,0,3,0.9230769230769231,0.362962962962963,0.1059317228082114,0.5098991749621216,0.10188340897390058,8.915924206414162e-05,6,1,Email
159684271,4,2,2004,86,736.1047238142131,36162.12702332863,8162.314835319048,1,0,0,1,2,0.8983516483516484,0.6370370370370371,0.11364409663150732,0.5845449994412227,0.10188340897390058,8.915924206414162e-05,6,1,Email
940886291,3,2,3909,67,642.8869609155463,29853.153243954366,60244.495243646015,1,1,1,1,1,0.8379120879120879,0.4962962962962963,0.22167403878870365,0.5505559356903351,0.10188340897390058,8.915924206414162e-05,6,1,Email
482390481,4,4,4534,85,302.6345704249466,18353.84338498523,143392.8835137279,1,1,0,0,3,0.07417582417582413,0.6296296296296297,0.2571169331972326,0.2956942985183883,0.10188340897390058,8.915924206414162e-05,6,1,Email
534231179,3,2,7569,62,435.3951362186452,25395.41118343739,-17626.144358006248,1,0,0,1,3,0.1428571428571429,0.45925925925925926,0.42922762844504936,0.32368892345414974,0.10188340897390058,8.915924206414162e-05,6,1,Email
364084773,3,6,2448,37,587.3574217217492,35648.979559378386,133563.02294857366,1,1,2,1,2,0.44780219780219777,0.2740740740740741,0.1388227288193263,0.30298991998889924,0.10188340897390058,8.915924206414162e-05,6,1,Email
50516021,4,2,8601,89,251.75273371928904,699.0783855643494,163099.8627195996,1,2,2,0,0,0.6895604395604396,0.6592592592592592,0.4877509356924124,0.6199272343096773,0.10188340897390058,8.915924206414162e-05,6,1,Email
885412385,3,6,2160,44,675.9047326827852,32636.219117913413,108239.33016998271,1,1,0,0,1,0.8379120879120879,0.32592592592592595,0.12249064307587615,0.46968980586537584,0.10188340897390058,8.915924206414162e-05,6,1,Email
118001878,4,5,1286,50,899.9793439980629,38955.26581351849,105417.6409782261,1,2,1,0,1,0.15384615384615385,0.37037037037037035,0.07292729953498922,0.19452776251006942,0.10188340897390058,8.915924206414162e-05,6,1,Email
491035878,1,3,2524,43,349.4984955249273,18081.85450455162,74308.2862320113,1,0,0,1,2,0.5054945054945055,0.31851851851851853,0.14313258477940344,0.3406931331871788,0.10188340897390058,8.915924206414162e-05,6,1,Email
718899708,1,6,2148,54,764.9024242874821,40499.46454417172,155865.08926503855,1,0,0,1,1,0.7417582417582418,0.4,0.1218101395032324,0.45324633855426644,0.10188340897390058,8.915924206414162e-05,6,1,Email
923713892,3,4,3723,89,754.1786069531686,42326.274099252856,7904.208297556979,1,1,2,1,1,0.05769230769230771,0.6592592592592592,0.2111262334127254,0.28419257087851846,0.10188340897390058,8.915924206414162e-05,6,1,Email
875722409,3,3,2613,36,667.6460780182405,23834.41961658647,193232.8770496528,1,1,0,0,0,0.9972527472527473,0.26666666666666666,0.14817965294317795,0.5233549947840523,0.10188340897390058,8.915924206414162e-05,6,1,Email
88625760,1,2,7459,70,720.7972353184566,13288.03512204768,179673.7724516963,0,2,1,0,3,0.1648351648351648,0.5185185185185185,0.42298967902914825,0.3483865251983659,0.10188340897390058,8.915924206414162e-05,6,1,Email
789667582,3,4,1430,36,746.6806264261664,4901.763598548187,120123.41765899913,1,0,1,1,2,0.5274725274725275,0.26666666666666666,0.0810933424067143,0.31531701371102533,0.10188340897390058,8.915924206414162e-05,6,1,Email
396437854,3,4,3881,89,497.2003281141813,18533.36153689546,192958.7643491029,1,0,0,1,2,0.41758241758241754,0.6592592592592592,0.22008619711920155,0.43083660394650525,0.10188340897390058,8.915924206414162e-05,6,1,Email
646193528,0,4,14747,40,282.1928862322844,20817.86410980909,92648.47359379966,1,1,0,1,2,0.5219780219780219,0.2962962962962963,0.836282182148123,0.5485647523245345,0.10188340897390058,8.915924206414162e-05,6,1,Email
713843283,1,5,1487,26,673.1025502005215,28220.930945724347,158054.13287701676,1,1,2,1,2,0.8406593406593407,0.1925925925925926,0.08432573437677214,0.4193392343545457,0.10188340897390058,8.915924206414162e-05,6,1,Email
137122961,4,4,3970,90,740.6007083986109,29352.998376163792,183877.3203975281,1,1,0,1,0,0.9587912087912088,0.6666666666666666,0.22513326528297606,0.6510564631013763,0.10188340897390058,8.915924206414162e-05,6,1,Email
501981536,1,1,14318,77,448.1473894327732,39363.106872795135,78000.3399917071,1,1,0,1,1,0.9038461538461539,0.5703703703703704,0.8119541794261087,0.7762358264774053,0.10188340897390058,8.915924206414162e-05,6,1,Email
272658561,4,4,1629,53,753.7238715303672,3429.6066586525194,165291.35707156145,1,0,2,1,0,0.6483516483516483,0.3925925925925926,0.09237835998638994,0.40483194511435405,0.10188340897390058,8.915924206414162e-05,6,1,Email
598706211,3,4,2829,77,513.7033231305213,26698.75811287067,61828.58815359083,1,1,0,0,2,0.9368131868131868,0.5703703703703704,0.16042871725076557,0.5939650010116155,0.10188340897390058,8.915924206414162e-05,6,1,Email
151987414,3,6,4920,36,490.4671821304691,30097.760637612908,53673.63576779267,1,1,2,1,0,0.38186813186813184,0.26666666666666666,0.2790064647839401,0.3164491921824348,0.10188340897390058,8.915924206414162e-05,6,1,Email
256377289,2,3,2350,63,554.7034900098249,-3844.497272467412,247176.64074259292,1,1,2,1,1,0.5054945054945055,0.4666666666666667,0.13326528297606896,0.3821773870906228,0.10188340897390058,8.915924206414162e-05,6,1,Email
100657183,2,4,4103,79,411.756062940136,31761.579577962835,-54382.51554284696,1,1,2,0,2,0.40934065934065933,0.5851851851851851,0.23267551321311103,0.4090944732557526,0.10188340897390058,8.915924206414162e-05,6,1,Email
591243658,3,3,1561,33,546.2787833129653,5777.021775821864,172890.24269442956,0,1,2,1,1,0.04395604395604391,0.24444444444444444,0.08852217307474197,0.11747240283817348,0.10188340897390058,8.915924206414162e-05,6,1,Email
176760082,3,4,4225,81,634.9903386648018,23973.99863328789,191339.5610654477,1,0,2,0,1,0.8186813186813187,0.6,0.2395939662016559,0.5793507173330242,0.10188340897390058,8.915924206414162e-05,6,1,Email
395820585,3,4,2656,42,579.9835470376735,33250.89567263957,195561.92869498595,1,2,0,1,3,0.038461538461538436,0.3111111111111111,0.15061812407848474,0.15390338594149414,0.10188340897390058,8.915924206414162e-05,6,1,Email
