CLIENTNUM,Income_Category,No_of_product,Total_Trans_Amt,Total_Trans_Count,Credit Score,Outstanding Loans,Balance,PhoneService,InternetService,TechSupport,PaperlessBilling,PaymentMethod
714091983,2,4,1168,27,534.8280524212714,23383.169403581203,227554.707472678,1,0,0,1,2
712030833,2,2,691,15,691.4853911241323,28569.80202285419,96940.11343807494,1,2,0,1,1
711481533,2,5,1316,28,682.6643293243894,29788.654451166043,201163.3849213784,1,0,0,1,1
710082708,0,2,1276,26,593.2561225870531,8285.150374467194,80199.94841981123,0,1,0,1,3
708155733,0,4,1289,23,662.0086569546352,16760.859006440645,99477.91930208879,1,1,1,1,2
788979258,3,4,1293,32,780.3492786141079,32027.14664362919,128470.74491816889,1,0,0,1,2
807986133,2,5,1353,35,658.7547837063123,18492.45407249225,150903.1913306743,1,1,0,1,1
788730933,4,6,1132,28,449.97125309257444,49926.31828003375,128207.32964248306,1,0,2,1,2
711314058,2,2,1670,17,516.4606618308175,39423.97777654829,150641.53746155326,1,0,0,0,0
717975333,3,6,837,15,375.41967065065904,37453.05143380879,42112.905041618724,1,0,0,0,3
715971108,0,3,1550,41,679.3883399748164,18678.257688011137,74986.35538252845,1,0,0,1,2
720096558,4,5,1540,36,575.9677842409895,20425.310464158967,52136.61632532462,1,1,2,0,1
820582308,3,6,1394,35,602.9601197077081,33448.018250734815,217097.22158769943,0,1,2,1,1
789973308,2,3,1341,24,521.2698282149697,10965.721535445788,-54538.50075330674,1,0,0,1,2
712876233,3,5,1289,33,478.6340443450604,24903.910647697285,80934.14342318848,1,1,0,1,3
804595158,4,6,1112,23,322.74760144133114,8920.930564903912,172732.15376926388,1,1,0,1,2
714826758,4,4,2339,57,480.80387490511134,27172.82637937708,99030.19562996613,1,0,0,0,2
779058108,2,6,1468,23,899.8842948781725,52443.741778137584,207711.11055874516,1,1,0,1,2
710790258,3,6,1334,35,785.3138492437896,41948.71293532642,70427.34461312142,1,0,0,0,1
715623483,2,4,1457,41,652.102329250323,9897.978426913052,84362.94511288879,1,2,1,1,2
794543958,3,5,1590,27,575.6000139310753,31785.948073824908,56228.24447887813,1,1,2,0,2
716396358,2,5,1531,35,672.9497377964324,19942.033736374633,327659.8090762655,1,2,0,1,1
715398033,0,4,1212,31,586.626745508953,57119.40797368184,122236.30142435717,1,1,0,0,3
711743883,4,5,1237,32,793.1768171026963,12492.669073858367,86443.6936586556,0,2,0,1,2
719720058,2,4,1413,14,441.3795486365188,35669.87432505547,206353.84464017904,1,1,0,1,2
717539808,4,3,1276,21,753.0416211354299,13804.378097112483,172190.1849565581,1,1,0,0,2
714070758,3,4,1564,35,512.409963324119,10644.443583732078,210561.66942501214,1,0,1,1,2
714107958,1,4,1465,34,594.4576617699605,21402.12905082278,120386.46397066442,1,0,0,1,0
789140283,3,5,1286,29,746.06183630535,22175.152162079234,96730.61439808419,1,1,0,1,2
719712633,4,6,1673,32,420.2548099121424,-2932.2950652972286,48706.41433599153,1,1,0,0,1
772629333,1,5,1313,30,472.0618710325054,32573.455396634898,184652.7453364691,1,0,0,1,2
720336708,1,5,1609,42,580.6457612851718,24756.79482624256,199525.59332098934,1,0,2,0,2
802013583,0,3,1158,19,597.4507140767998,19590.89488133385,217593.49251916638,1,1,0,1,2
779155158,0,6,1259,33,348.7062403980015,21849.537207267716,-12495.224718717524,1,1,0,1,3
721091583,4,3,1298,15,462.46852589689854,41937.98646643813,66436.31593759733,1,2,2,1,1
716657058,4,2,1566,37,886.2484786624835,30084.035558925276,141404.23317001376,1,2,2,1,2
779509983,0,6,1022,21,890.4134161897855,14402.23727591476,156520.40933238604,1,0,0,1,1
717929133,2,5,1235,30,325.6087102479807,30075.965562093734,42160.295797390485,1,1,0,0,3
710916408,2,4,1342,32,789.7411702679378,31815.141638045105,-34642.73649657592,0,2,1,0,0
799825758,2,5,1251,35,555.2219586301609,30987.467794208525,246928.1071537846,1,0,2,1,2
718619883,4,2,1305,24,583.537272976504,14710.757526702544,53236.30346373809,1,0,2,1,1
711844758,3,6,1388,37,434.0852550188512,28149.701739482516,3447.5438700517116,1,1,0,0,2
714798783,3,6,1235,18,621.5800622535224,11590.17068368319,183983.5997337298,1,1,1,1,2
771894558,3,4,1626,25,422.2072597261473,12757.672156761613,79163.72138616617,1,0,1,1,2
721074183,2,4,1111,24,236.48465252638147,29981.97241933989,96030.76357770106,0,1,2,0,1
715259583,4,3,1553,38,743.6495370811855,30868.790977056036,197573.30229482497,1,0,0,1,0
718414008,0,3,1064,13,603.6893873771493,25282.000209660906,122026.27674247988,1,2,0,1,2
719666283,4,4,1243,29,713.5881869282492,60766.37192651222,150890.43386665138,1,1,0,0,0
714877233,3,3,1659,38,731.4331699223003,45523.35168440493,176369.25478981662,0,1,0,0,2
785387883,1,4,1594,47,561.133534780907,18815.423319290887,131937.92461905733,1,1,0,1,2
771075258,0,2,1268,42,822.0900417068965,15951.14423808441,150930.3595696323,1,0,2,1,0
711318033,2,4,1304,24,724.0638660332885,16694.184703781386,136948.67228172792,1,2,2,1,2
783554958,0,6,1368,30,587.099410303839,24952.947656744025,159205.38098480692,1,0,0,1,2
720201033,3,3,720,23,738.9866717499933,9548.161001471057,304751.51645543147,0,1,2,1,1
718039683,1,3,1521,29,485.36970361387625,17439.837599585284,154220.3305268715,1,0,0,1,1
714752208,4,5,978,16,377.939752442315,22052.59598368175,141596.42351013207,1,1,2,0,0
714490308,3,3,1565,28,465.9461482574677,23092.639706036603,256083.75997073634,1,2,1,1,1
713356833,3,3,1578,34,636.994700966837,19778.990780185424,109630.45997895216,1,0,2,0,0
711402333,4,2,1493,32,518.5537377578255,26542.781964747846,108011.43120656109,1,1,0,1,2
708296883,1,3,1178,27,368.8673924054576,26490.06515208708,166734.99659382322,1,2,2,0,2
719154483,2,5,991,26,712.6692243100549,11977.332188026345,85657.86116948692,1,0,0,1,3
717721458,2,5,2560,42,582.6737909558813,14994.517979884153,103526.31138060022,1,1,2,0,2
715674483,4,4,1204,19,990.4797010600296,19217.642487087378,261623.4125574866,1,0,2,0,1
789322833,4,1,673,18,590.7321191209406,47632.18503725096,120044.2926045375,1,2,2,0,1
709919283,3,2,1576,25,649.2517912263614,27813.208564205674,67406.5131920934,1,0,0,0,2
718744008,4,3,1217,20,725.3349466417485,19793.99967416164,19471.88800930878,1,0,2,0,0
767712558,2,2,530,10,536.6450490942148,31716.858905187793,122094.64255970897,1,0,2,0,2
712950783,4,3,739,16,360.3355216539742,37991.73947537216,242713.82631725358,1,1,0,1,2
716104983,4,6,1617,31,682.1006420063113,21165.434121688344,271138.0363030477,1,2,0,0,2
818839983,0,3,1592,34,456.67992338536584,8938.65846316455,6484.654242794888,1,1,0,0,0
712350858,3,4,1303,39,588.8139716629977,12802.402551192637,47145.57233269024,1,0,2,0,1
711009708,3,5,1351,22,631.9116624210708,16879.01701576876,229822.2820793981,1,0,0,1,3
712215258,1,2,1298,22,465.7333238335651,15758.308619185033,173510.3131408979,0,1,0,1,2
773827008,2,6,1087,29,792.0108076934034,10638.771742663186,102841.88895364132,1,0,2,1,2
795232683,4,4,1439,26,527.3977453922147,-451.8396515723689,118201.17949023673,1,1,2,1,3
713539833,1,6,1716,29,223.58757932217793,39146.295653871464,72221.67073038215,1,1,2,1,3
712454058,0,6,1099,27,245.84415322369773,18697.678002609886,43897.14677058034,1,1,0,1,0
718803333,4,2,1285,29,837.4787768930823,26956.63073068946,167108.9222808306,0,0,1,1,2
720253908,3,5,1651,28,637.4143087372298,25122.61767536273,275356.7357940079,1,1,0,1,1
713187033,2,3,1767,38,806.207613060145,3712.83302804903,64340.7396714823,1,1,0,0,3
772426383,1,5,1130,28,644.2430685148962,20335.707177649238,159663.6980547563,1,2,0,1,2
710975883,4,3,1645,30,317.98524083051154,12986.762779881972,278026.5959465606,1,1,0,0,0
714264408,4,4,1413,29,619.1898164568047,15438.781322154602,97896.32052317557,1,1,1,0,0
715827858,4,3,1218,23,620.8172685020703,23859.522421303616,54269.34553137999,1,1,0,0,0
713741358,3,6,597,17,367.4918023130167,43641.88067160613,139535.49620173164,1,0,1,0,2
709531908,2,5,2184,53,490.8768389200948,38208.24357977347,9497.906907892946,1,2,1,1,0
714141108,4,6,1388,28,748.4845681411239,29040.196855948918,113229.81541457538,1,2,0,1,2
712608783,3,3,1504,34,512.4708861692567,29787.150377226004,66962.8734541536,1,0,0,0,2
820353558,1,4,1503,34,761.0963547105144,33628.47801181299,226574.9159071296,1,0,1,1,2
714964758,1,5,1105,28,538.1628028119519,31344.47023293144,194843.29102985954,1,1,0,1,2
716264358,3,2,2398,47,952.3604438057981,27241.462889644383,164513.4369567894,1,1,0,1,3
717296808,4,4,1661,32,439.93181008976046,48678.13443134081,166225.73841490233,1,2,0,1,1
712977183,1,6,1421,22,365.56657101361316,14370.339112216205,89430.14784091752,1,2,0,0,1
710829108,1,4,999,28,334.4010596720369,42744.55433260376,214473.45196328594,1,1,0,0,3
779562633,1,3,1387,18,411.2375465700095,8343.37143107055,226907.39125356282,1,2,2,1,2
715315833,3,6,1243,24,418.83768168362576,18741.525689464277,26843.967594490416,1,2,2,1,3
815500983,4,5,1860,36,431.8971451249219,21345.688289838665,184305.34444825206,1,1,0,1,2
719360583,2,6,1502,25,620.2546212932414,34137.55406090176,84279.32699871983,1,0,0,0,0
709701558,2,2,1460,50,517.8595952371232,38194.35695453311,241031.39282063372,1,1,2,1,0
779862408,3,3,1087,33,372.1166712852633,29889.50938789356,236847.48042707564,1,0,0,1,2
812627208,4,5,1226,33,590.4646650230297,34764.61644387164,-62835.32438553864,1,0,2,1,0
711033408,4,5,1230,28,351.75817692414404,16665.199775630863,157941.84374313676,1,2,2,1,0
780376683,3,5,1827,24,648.3335055720486,9394.735055950932,28580.201278200126,1,1,1,1,0
714454758,4,4,1771,37,429.1752226661684,16678.621588908638,166486.8817898322,1,1,0,1,1
780466533,0,3,1873,52,364.79848624769255,22303.58034325557,192050.83180440112,1,0,0,0,3
715735233,4,5,1679,42,740.964572360502,26754.422347079802,192051.7649219873,1,0,0,1,2
720476733,4,2,1002,22,387.29486095205084,55088.08785705727,108549.9692081305,1,0,0,0,2
712375758,3,3,1461,42,989.2160943898634,41401.56492899808,84926.91529033303,1,1,2,1,3
708868233,4,1,760,21,702.8420847770049,37966.289557234675,130780.55444633383,1,1,1,1,1
718030083,2,4,1428,22,403.42803773780594,34688.45196651049,88802.1775625725,0,0,1,0,2
771698658,2,4,1302,27,466.04202558644045,14089.955965615754,-57122.44938829796,1,1,2,1,3
748326258,3,4,1483,41,605.5525472089711,25316.482582379722,48697.517458421775,1,2,0,1,1
770817783,2,3,1060,27,610.8897109058955,17095.520679766676,84496.12307099998,1,0,2,0,1
779353083,2,4,1330,32,304.9140741177287,18740.07617633822,123380.04198121959,1,2,2,0,1
711441333,4,3,1229,27,356.43540098164044,3167.6833768209544,195736.11716622644,1,1,2,1,0
719808558,4,2,886,27,346.9483991744741,10725.32904567414,149722.755421271,1,1,2,0,2
711551958,2,3,844,24,723.8190612847388,12319.075261183829,34719.459034058076,0,1,2,1,1
809164083,1,2,1450,37,525.1454019481936,25756.590377476554,63496.080523577584,1,2,2,0,0
820596183,0,2,2311,48,881.0392066944314,24437.49620261176,60491.243396892125,0,0,1,0,1
715999608,4,4,1378,26,805.9379864304648,33559.43638897977,124298.61910804494,1,1,1,0,2
805543158,0,5,1523,40,705.5412781099055,58029.42400031135,357817.77365154086,1,0,0,0,2
709752183,2,4,1374,37,241.52609370065693,22834.313952712575,126991.40556533031,1,1,0,1,0
716479233,1,5,1080,21,259.83895222825987,-2691.190164207208,229729.4760284956,1,2,0,0,3
713837058,4,3,1234,24,576.5558229084829,33367.88826415993,87722.58693671947,1,1,2,1,2
718876683,4,5,1600,32,713.3651548363079,28112.102753799332,157190.00304629613,1,2,0,1,2
794843883,3,6,1353,33,565.8581093780446,31701.700352468946,209744.74214249034,0,1,1,1,1
803043933,4,4,1546,25,900.9581741272799,35213.451060617444,208608.41325367257,0,0,2,0,1
714606558,4,5,1448,22,627.4361742720943,27927.218863648442,130621.06496298271,1,2,1,0,3
778425408,3,5,1271,24,572.4390246516757,-824.6862767825805,90554.15126105372,1,1,0,0,0
714171108,1,6,1223,20,920.1425276939971,20956.175010041938,120902.53455784991,1,1,1,0,2
719662458,4,5,1117,29,852.185764133429,31297.18203752698,102005.25040095202,1,2,0,1,1
713137233,3,4,994,24,651.6037594979771,34045.83956853881,80413.81812124109,1,1,0,1,2
769425858,2,4,1468,26,807.0059784228861,38926.58614970854,156479.49941426003,1,0,2,1,2
711297483,4,6,1658,38,387.56749167068995,12226.478716890553,94447.10088264695,1,1,0,1,1
788900883,4,3,1368,38,447.56411409135694,45883.749281569544,181099.89627909494,1,2,1,1,0
758348808,0,4,1218,18,546.9859299459825,4597.243690802818,206749.89365464443,1,0,2,0,2
772336458,1,4,702,12,606.4781376395688,22246.12763432542,63025.41109757312,1,1,1,1,1
717906783,0,5,1310,26,413.97114641037695,22318.797570061935,17064.422306020046,1,1,0,1,2
719437908,3,6,1767,50,494.32751847985617,16870.821136950897,70428.28580902677,1,1,0,1,2
769433508,2,6,933,25,587.5549447772904,23442.275925891678,27524.918980767572,1,1,0,1,0
790096533,2,4,1512,27,576.1342504905872,21193.96980705132,178959.11906702595,1,1,0,1,0
720997383,3,2,829,17,719.1491179900843,36490.84141878994,109440.47178929494,1,0,0,1,2
709930758,1,5,1506,33,723.8014974894119,38050.36187103701,267965.9914001661,1,1,1,1,1
710741208,3,4,2094,25,697.6339867204506,30283.754373497926,203112.22676977218,1,1,0,1,3
821797008,1,2,815,21,416.92716037095386,15665.071104078828,121163.15891316497,1,0,0,1,0
708874533,4,1,510,24,611.2344889236143,24988.510159792106,127331.05819660789,1,0,0,1,2
715341858,3,6,1377,49,519.8869934642807,16351.448174884365,111031.79351964212,1,1,0,0,1
793636308,3,2,1193,33,600.3813560440497,25045.14866372377,139930.66041104123,0,0,0,1,2
712125258,0,3,701,19,547.9940180861411,44183.775014624625,114472.23863569122,1,1,0,0,1
709703433,2,4,1770,25,661.4617951687811,38878.438998191814,74672.88649465668,1,1,1,0,2
721022433,2,5,1409,35,702.3892959982888,34559.16630389917,108476.01986804082,1,0,0,1,2
710103558,0,4,1354,28,420.7515401793635,22974.691279362323,146561.83725599851,1,1,0,1,2
715952883,1,5,1765,34,575.5434590768832,38348.679172653516,111242.40303991991,1,1,0,0,2
772390908,1,2,687,17,752.7998441930296,23967.241337850584,210899.29060370167,1,1,0,1,2
787348608,4,3,1227,15,394.90158609767434,35259.47998889186,40238.744285472014,0,1,0,1,2
709485033,4,4,1737,26,496.81089218377525,35443.74931462575,65274.90966391934,1,1,0,1,0
799471833,0,4,1435,38,389.17918996331116,33839.53650925598,163995.30464124543,1,2,0,1,3
714187533,1,2,1321,28,668.5240748369946,4111.7059188131825,39794.40396185567,1,0,0,1,3
779656908,1,6,1479,29,779.6512402304085,55840.71540654778,75004.05929258265,1,1,0,1,0
778867533,1,1,689,23,564.8284868527442,27068.168852568764,123850.8409108575,1,1,0,0,2
789483333,1,5,1258,23,526.7809982760359,28263.269766187772,124563.36289638605,1,1,0,0,3
809855808,4,5,1339,20,805.4342796190992,41381.69777211876,203733.43515385158,1,1,2,0,2
771809733,1,1,960,18,373.10277170322485,10957.522027693954,104776.11593131887,1,0,0,1,3
719942883,2,3,1119,18,496.6860640258733,21580.043727150332,67130.23613015219,1,0,0,0,1
717806133,2,5,1382,31,693.5712043654017,2810.995873312593,138545.23786570886,1,1,0,1,2
720615708,1,6,1232,32,374.5538384641177,17906.080234375895,101870.12001335886,1,1,0,1,3
714511758,3,4,1542,16,665.2099478578361,17623.422186445878,85517.28203646898,0,1,2,1,2
715050408,3,4,1094,32,447.8786876190814,18242.076230347528,108351.33684212377,1,0,0,1,0
721132233,4,2,1217,30,417.2374185574313,33980.397059771814,227823.04067669171,1,1,0,0,3
719211558,2,1,744,18,563.2754893219619,18982.710330264552,176401.04051968033,1,2,1,1,0
712069008,4,4,1614,33,422.2693297286536,9864.182342878661,212546.02829668566,1,1,1,1,3
715996983,3,5,1747,31,531.3198038222838,27365.24347267361,124510.88523125635,0,1,0,1,2
773466258,1,3,1144,22,665.5700581936309,37592.129301471214,113808.2245258626,1,0,2,0,1
798983508,3,4,1575,34,529.0694201405806,13743.154373048004,74785.88220533615,1,0,1,0,3
716451183,1,5,1706,21,599.4454587352938,25004.896918757247,-107631.69100780458,1,1,0,0,2
715085733,1,3,2434,33,689.2292868977808,17990.395084018433,137662.45181605616,1,0,0,1,2
788977833,3,2,1876,41,637.011780530952,-3129.2257777187806,73725.73987349897,0,1,1,0,3
720272958,0,3,1000,25,202.07005588755447,27126.69679157771,159245.19108768896,1,1,0,0,1
708421833,4,6,1139,30,667.6003559460046,12885.279475789042,121417.14419322359,1,2,0,1,2
715120608,2,2,1273,27,406.96097307150274,20055.198714208655,23782.27253174888,1,1,0,1,2
779078733,2,3,1579,36,872.554023577208,50550.852051668015,140567.99041608843,1,0,0,1,1
720250158,2,6,1749,37,335.0150608271854,29039.259596692773,157622.7880246176,1,1,0,1,3
716458983,1,5,1424,29,849.7236239175882,46965.140478135814,122535.339120949,1,1,0,0,2
713747733,1,5,2011,41,377.9084271703215,19647.035683006216,63390.840921448296,0,1,0,1,1
712270158,1,5,1208,31,647.1332308358051,17260.27782063384,75880.94155547631,1,1,2,1,2
754897008,1,2,1319,26,681.5962249158787,37326.04715042944,238731.0099064246,1,1,2,1,1
819700533,0,5,949,27,743.9126376499275,26794.25331014732,221649.93211952352,1,1,0,1,2
712890408,2,5,1338,30,595.8695501020339,15407.101100780039,137224.06032043824,1,1,0,0,0
720248208,2,6,1554,26,533.1010018178372,29893.48291968105,112684.55997174399,1,0,0,1,2
779749908,2,2,1350,32,804.3393471022105,33559.83347240046,176042.52813458364,1,2,0,0,3
717401883,2,5,1694,44,297.2428010831093,21353.258226027217,126994.25158019758,1,1,2,0,1
721509558,0,3,1678,40,702.5510734441893,18962.971102329248,135542.82926605502,1,2,1,0,3
714576183,3,6,1222,23,443.31387544703085,29573.072417621774,91842.89955764607,1,1,0,0,1
721425558,0,2,1536,37,620.1986825091282,27979.67407837065,42748.63159617908,1,1,2,1,2
711109908,4,2,1400,31,668.6172527133199,55090.132387009726,115222.83774001485,1,0,2,1,1
715203108,1,2,1050,28,543.7287753308709,-466.6931317376584,153962.02676659726,1,0,0,0,0
710027508,2,3,1389,33,554.9540822875139,12876.680584845211,44728.65549367406,1,1,0,1,2
787464408,2,5,1184,29,626.3448717010417,19770.914806695102,190315.3238068123,1,1,0,1,3
783542133,4,5,2093,42,761.0833904880384,25601.03649493748,210404.75503205438,1,1,0,1,2
708330858,0,2,678,11,542.1186733495226,19718.467406096268,153596.08916111942,1,2,0,1,0
712701333,2,5,1219,27,665.5255356056385,26160.47933363199,198591.72956953716,0,2,2,0,1
773373108,4,4,1025,28,693.1042816590942,31143.807493624445,96696.1964190664,1,1,1,0,0
715812258,3,5,1165,33,538.6381499301456,28661.226728481837,85111.85272014215,1,1,0,0,1
778286433,1,4,2133,55,693.1986040198494,32868.6503033382,150369.83477620626,1,1,0,1,2
789270033,3,3,1122,13,586.4787537554357,34002.55184432774,178493.81966749264,1,1,0,1,1
711569433,4,4,1083,22,390.85380482258256,31923.43320286457,150038.50719492446,1,0,0,0,0
720214833,3,3,1234,23,761.5698304119176,22483.038360065697,26985.13715353608,1,1,0,1,0
788194458,2,4,1843,35,550.5153261131924,2071.033254180915,106336.47590823621,0,2,1,0,3
720779733,0,3,1747,49,523.0759077400088,39716.016085784686,126047.91450719291,1,0,2,0,2
717424458,4,3,1166,22,376.55081739793684,51536.45232476323,-42230.60620763147,1,0,0,1,0
770590758,1,5,1285,16,434.80655161376325,28806.12649449798,16134.421003274081,1,1,2,1,2
718490658,4,4,1142,28,619.9116317629035,14505.104943145501,147212.53726500753,0,1,0,1,1
711985833,4,4,1190,46,764.1771416863819,17477.09104067688,111939.37782185862,0,1,2,0,0
708967608,4,3,1052,24,450.3567323325313,9669.619631467078,-27311.515892198426,1,1,0,1,3
718505958,0,5,1628,38,496.5341927812275,21618.280011273302,112197.50138798806,1,0,2,1,2
715024233,0,6,1740,32,1025.8974820723427,8282.88506360599,104458.46369981501,0,2,2,0,3
779249583,4,4,1378,29,419.10596442074774,14670.943591227317,115191.45904720492,1,1,2,1,2
778928283,4,3,1389,32,565.5429304934996,16240.818556312915,26695.4886303519,1,2,2,1,2
712299858,4,5,1365,38,268.4199157569416,26877.219941832354,164857.07997561092,1,0,0,1,0
799224108,4,5,1715,43,531.5759531010191,35388.58685919513,246948.04309158854,1,2,0,1,2
809976033,2,6,1582,25,419.7647513761746,26946.08501818519,138709.11322293407,1,1,2,0,3
716203308,3,6,1220,22,592.4716842886329,56730.73150594295,58688.09660142158,1,1,0,0,3
714871683,1,2,715,13,669.5384093214808,24003.417852185405,71771.4361016587,1,0,2,1,3
716139933,3,3,2552,49,587.2189491268422,32789.3042169384,168811.76132551904,1,0,0,0,3
716984658,0,3,1106,31,698.565682132663,42730.34753581326,-28412.048544740523,1,0,1,0,2
713086008,4,6,1731,34,431.7901512749182,14847.560225887137,123370.44667851219,1,1,0,1,1
713773458,2,5,1435,32,669.4811250538683,20786.98213177888,255474.5492719378,1,1,0,0,2
719242533,2,5,1882,38,693.9852286415223,36698.872115385544,188318.2507031965,1,1,0,0,3
772712658,4,5,2058,34,433.3645251475807,30228.72445355437,233758.05031446402,1,1,2,1,0
788868858,4,4,1658,32,542.118098853582,39889.24659089508,58705.51236989035,1,0,2,1,2
811898133,4,3,1334,32,474.20628076012053,-421.9139858998351,208932.13029083604,1,2,0,0,3
788808633,3,5,1441,29,739.1722038533719,16190.308495654497,147655.36116096625,1,2,2,0,2
779804208,1,6,1371,39,531.7652717649424,34531.04371366544,119018.59109256718,1,2,1,0,2
781391058,1,6,1991,38,437.92150597116495,49053.097464818245,51141.96073200092,1,1,2,1,2
790134408,2,6,1278,22,501.1200792997083,-4055.1752484610115,155869.64250708366,1,1,2,1,2
788853258,2,3,1734,39,257.1443843629841,10899.093826000128,147134.31681914267,1,1,0,0,1
711857733,2,3,1330,34,790.5025181624029,12142.322014237463,21254.775050047072,1,1,0,1,1
719554758,3,6,1672,32,711.8448583032157,4247.531980701278,152924.87840001512,1,0,2,1,2
711643458,4,6,1439,41,192.06317680234406,24684.42684273184,139462.02134337355,1,1,1,0,3
788830683,3,5,1558,31,305.1727193754596,25103.799727752754,2674.7355601950694,1,0,1,1,2
807030858,0,6,1795,47,298.3161050567443,39509.9295195264,149330.9337623273,1,1,0,1,2
793059108,1,6,893,22,561.3948874012897,38467.250526936405,112253.36105587808,1,1,1,0,0
716568708,4,6,1099,27,878.3858084258602,22177.072028654988,94119.51050107653,1,0,0,1,3
717229158,1,6,1893,15,540.9146860975525,33012.22838289439,176473.45343256026,1,0,1,0,0
715915458,4,5,1151,31,276.04281550555515,19663.2314843854,127628.30255500063,1,1,2,1,2
819129858,4,5,1519,31,859.5050243524488,1784.483444402671,81594.96664705157,1,1,1,1,2
713441958,0,5,1245,25,378.65839117272543,105.17679949575177,63685.94785182963,1,2,2,0,3
719091333,2,3,1102,27,567.425735683565,23018.036744397,200558.9188957489,0,1,2,1,2
714914583,4,6,1060,30,488.2586014081127,28129.65585932974,74515.08246900202,1,0,0,0,1
714363858,4,3,1459,35,632.1239348676673,24505.092529519872,152645.50698886535,0,1,0,1,1
721347408,4,4,1456,39,927.0752117659382,1289.839220624126,129280.51513465634,0,1,0,1,2
772047183,1,6,1353,24,450.3994463115706,27483.925675007533,49093.80979700803,1,2,0,0,3
714217908,1,5,1173,32,660.1431909211818,43845.15622570032,143399.38760795092,1,1,2,0,1
714819183,3,5,1746,28,493.2947945034309,60914.10818508627,71790.23357418296,1,2,0,0,2
716455683,4,3,1279,28,474.8890873810821,11228.049025042377,29025.882797663027,1,0,0,1,1
710865633,4,4,1307,29,353.1782602268171,-5040.028870597853,71342.84210079105,1,1,2,1,1
752952108,3,6,1473,37,429.71195664055404,17839.650192702393,153613.60234069545,1,0,2,1,2
714982383,2,4,1421,23,855.0060668236167,22847.21583272312,91353.83706024596,1,0,0,0,1
