CLIENTNUM,Income_Category,No_of_product,Total_Trans_Amt,Total_Trans_Count,Credit Score,Outstanding Loans,Balance,PhoneService,InternetService,TechSupport,PaperlessBilling,PaymentMethod
799723908,3,4,1217,27,394.211768111457,12289.515796038551,67345.4900064533,1,0,1,1,2
771490833,3,5,1140,40,529.7706187357622,46460.44153693113,76250.25470202268,1,1,0,1,0
779471883,4,2,705,19,745.8336382722524,19589.085796448453,145779.68950724907,1,1,1,1,0
711525033,4,3,1946,38,641.2167589274646,5074.034053368858,165634.44290270464,1,2,0,1,2
714374133,0,1,602,15,621.1752041408206,19718.94552333482,73513.8536771501,1,0,1,1,0
716632758,4,2,1295,40,575.0549380580645,-3132.645022968645,105474.8054913799,1,0,2,0,0
768563658,1,4,1424,29,554.9381362753209,19316.31498744198,113287.96381447805,1,1,2,1,1
714091983,2,4,1168,27,609.4078630829816,33576.47932041158,137422.32402638797,1,1,0,1,1
712030833,2,2,691,15,290.10820564479627,52519.69245959573,139394.79589965724,1,0,1,1,2
711481533,2,5,1316,28,632.7557291600809,12898.354762613497,146779.73746685643,1,1,0,0,2
710082708,0,2,1276,26,593.6058484597885,39766.88382043691,115018.95557320555,1,1,2,1,2
708155733,0,4,1289,23,708.663946456023,26461.19551990691,93915.29202894017,1,0,0,1,2
788979258,3,4,1293,32,803.1071350574731,24015.07403500043,65251.63236832088,1,1,0,0,2
807986133,2,5,1353,35,507.0740802710858,21879.288832587597,73566.08336909623,1,0,1,0,2
788730933,4,6,1132,28,544.5699174328442,28639.80432319499,71478.34123885285,1,1,0,1,1
711314058,2,2,1670,17,308.7079449625583,33238.12958779876,91303.99239529693,1,0,0,1,2
717975333,3,6,837,15,449.5713028400532,10499.984070276187,260755.15228768147,1,0,2,0,1
715971108,0,3,1550,41,632.9511969678103,16548.66880545469,159331.8463057105,1,1,0,0,2
720096558,4,5,1540,36,459.0535749060627,17733.01318515717,122899.30820897245,1,1,2,0,2
820582308,3,6,1394,35,374.8904193186069,16183.895949516467,21638.756592250502,1,0,2,0,3
789973308,2,3,1341,24,494.46863026211173,23256.83336656801,141248.4362681666,1,1,0,1,3
712876233,3,5,1289,33,682.2956166897525,29713.816282910528,199375.48374437232,1,1,1,1,2
804595158,4,6,1112,23,627.9336093776863,56221.85555665985,92500.15847142547,0,2,0,1,2
714826758,4,4,2339,57,503.1760914831266,53169.19325020799,143002.63377825118,0,0,0,1,3
779058108,2,6,1468,23,709.1869059740966,31120.862333518533,62203.166230193805,1,1,0,1,2
710790258,3,6,1334,35,663.9317500662509,18953.057256319564,194279.52752031758,0,1,2,1,0
715623483,2,4,1457,41,672.7005126679529,-3779.7530525149195,58133.256824131575,1,2,2,1,3
794543958,3,5,1590,27,602.7959309928261,6376.673097306932,35470.223270861534,1,1,2,1,2
716396358,2,5,1531,35,788.2444827456908,45638.82475861815,177146.7673363443,1,1,1,0,1
715398033,0,4,1212,31,641.316701893783,37759.484592188564,88542.33065191747,1,0,0,1,3
711743883,4,5,1237,32,519.8385738599214,-2223.0004554730695,168683.9800904083,1,1,0,1,2
719720058,2,4,1413,14,317.376505023166,36622.28921498184,129826.84938627288,1,1,0,1,1
717539808,4,3,1276,21,868.8774470681594,27024.226261788936,143674.62193118723,1,1,0,1,2
714070758,3,4,1564,35,293.8978532093543,23082.115102672546,225568.45633039888,1,1,0,0,0
714107958,1,4,1465,34,473.96657664653395,21846.960862383523,242602.47364510788,1,0,0,1,1
789140283,3,5,1286,29,695.4343754226845,22521.85839201161,206192.58118256944,1,1,0,0,1
719712633,4,6,1673,32,706.3834701686187,8822.450968108296,107618.07560830089,0,1,2,1,2
772629333,1,5,1313,30,610.185090376184,14640.227613133358,82674.88489472514,1,1,0,1,2
720336708,1,5,1609,42,857.7237986519062,-2861.1969076466303,203640.21351739805,1,1,2,1,3
802013583,0,3,1158,19,364.2511146770073,15098.236159678507,206912.31949067925,1,1,2,1,2
779155158,0,6,1259,33,1035.5572100880604,42157.735047866154,34072.708617015596,1,1,2,0,1
721091583,4,3,1298,15,1080.2544718781576,47739.162652109844,-26099.924354356364,0,1,0,1,3
716657058,4,2,1566,37,649.140936225304,34348.37716756371,126969.62077270768,1,1,0,1,0
779509983,0,6,1022,21,405.10320213017985,15043.814056624315,140307.48846057328,1,1,0,0,2
717929133,2,5,1235,30,688.2144954918982,48165.6916234862,143067.87231759628,1,0,2,1,0
710916408,2,4,1342,32,504.2897088768424,42894.85426218954,154703.42943143254,1,2,2,0,3
799825758,2,5,1251,35,751.7797260145436,45026.70759865291,103921.10099449339,0,1,0,0,2
718619883,4,2,1305,24,389.6069298672344,27180.85654013126,129616.12501890221,1,0,0,1,3
711844758,3,6,1388,37,617.8562705330494,40945.20385644997,229864.54065496995,1,1,0,1,0
714798783,3,6,1235,18,793.6122973349553,29443.33510556687,122002.94212531243,1,0,1,0,2
771894558,3,4,1626,25,818.2742779535633,6831.878619095121,198371.54611714458,1,1,0,0,2
721074183,2,4,1111,24,508.0409368501323,12573.573211400068,129341.45125466977,1,2,2,1,1
715259583,4,3,1553,38,754.5598160431865,39488.894145678976,206962.69577124517,1,2,1,1,3
718414008,0,3,1064,13,791.0666077255204,12197.529032699458,58851.513188425495,1,0,0,1,2
719666283,4,4,1243,29,405.77354106294433,20266.790345429396,42615.871432783446,1,2,2,0,2
714877233,3,3,1659,38,578.2597665022938,38834.51441028857,59548.53509632248,1,2,2,1,0
785387883,1,4,1594,47,379.3038907501591,3864.494987341055,196609.82212776493,1,0,0,0,0
771075258,0,2,1268,42,516.16731143076,39249.345319974986,105101.05289573575,1,1,0,1,2
711318033,2,4,1304,24,485.2062864274392,15716.091162656468,133728.63197768063,1,1,0,1,3
783554958,0,6,1368,30,777.8944456513884,19617.686280107857,140133.19859554368,1,0,0,1,2
720201033,3,3,720,23,650.215988099433,41834.237991260394,199883.25986449124,1,0,1,1,1
718039683,1,3,1521,29,645.8872620368824,13214.867924215567,58313.55982044633,1,1,1,1,2
714752208,4,5,978,16,662.5879737236924,8922.565870110215,247997.43563014647,1,1,0,0,2
714490308,3,3,1565,28,516.8632703987604,42347.58658984899,116273.53953140945,0,1,2,0,3
713356833,3,3,1578,34,862.2844079990327,25325.661059255734,251651.59242291737,1,2,0,0,1
711402333,4,2,1493,32,539.2856852613113,1953.358222825762,174225.67361107585,1,0,2,1,2
708296883,1,3,1178,27,521.6591308910782,33767.56305871952,167810.38829466596,1,0,0,1,3
719154483,2,5,991,26,293.62934420011555,23653.570975325238,125901.92423603246,1,1,2,1,2
717721458,2,5,2560,42,455.8303662503038,50862.64353898908,113955.8050790449,1,1,2,1,2
715674483,4,4,1204,19,520.3167624686673,16528.93083336438,145400.3740570115,1,0,2,1,2
789322833,4,1,673,18,540.9103495195612,53318.255762796354,257000.10459545784,1,2,0,0,0
709919283,3,2,1576,25,469.7488435622671,20097.80828489668,55490.77780679801,1,2,2,0,2
718744008,4,3,1217,20,578.4501015551056,21035.699548869477,102201.17816863747,1,1,0,1,0
767712558,2,2,530,10,770.4602322529548,35152.73843384067,167260.81947572055,1,1,1,0,1
712950783,4,3,739,16,547.1753421099205,44583.26515859399,228267.71542811705,1,2,0,0,2
716104983,4,6,1617,31,590.8988228981771,46011.39689968205,207348.88317251933,1,1,0,1,2
818839983,0,3,1592,34,297.0168529057892,32381.43030738787,150775.5920733243,1,1,1,1,3
712350858,3,4,1303,39,613.4008709437895,46021.068456516135,112439.63205577366,0,1,0,0,3
711009708,3,5,1351,22,660.8607086758041,27392.754612197776,139142.2431917335,0,0,0,1,2
712215258,1,2,1298,22,524.029291010215,-3970.80611029602,84342.43349649162,1,0,2,1,1
773827008,2,6,1087,29,825.8268831348655,17321.660489832895,206807.98924735916,1,0,0,0,2
795232683,4,4,1439,26,606.8417384914734,31368.491098532057,111891.88399608937,1,2,1,1,1
713539833,1,6,1716,29,688.771746235079,34119.654149688045,198530.8676600693,1,1,0,1,3
712454058,0,6,1099,27,583.4401468458213,45290.42519842701,-14639.876455627687,0,0,0,1,0
718803333,4,2,1285,29,597.2221730825813,14229.47779481542,85432.24075220386,1,1,1,1,3
720253908,3,5,1651,28,663.8530577124145,21923.63949676037,20466.195042710897,1,0,0,1,1
713187033,2,3,1767,38,599.0292837563828,7906.769923223845,105978.44490414947,0,1,2,1,1
772426383,1,5,1130,28,399.2761718044321,33753.721057792885,-24607.847773831556,1,1,1,1,2
710975883,4,3,1645,30,672.4395564498236,4130.374255569346,166030.04431925053,1,1,0,1,1
714264408,4,4,1413,29,671.1685926896462,17488.37086002271,79127.6308137807,1,1,2,1,0
715827858,4,3,1218,23,467.28649304546536,-1548.3271002272086,159979.72560756147,1,0,0,0,0
713741358,3,6,597,17,576.2473805388483,30564.940719049493,143742.54382816452,1,2,0,0,2
709531908,2,5,2184,53,527.5619111213127,-2453.233073049476,79843.84150780714,1,2,2,0,3
714141108,4,6,1388,28,579.2132551832196,17901.338123813992,-25901.51908957964,1,1,2,1,2
712608783,3,3,1504,34,237.78232831645334,26312.32702277141,209494.07861339164,1,1,2,1,1
820353558,1,4,1503,34,650.2584193116722,17116.821815308234,130586.96303667656,1,2,2,0,0
714964758,1,5,1105,28,314.01618734356083,35192.7149104983,144686.07593891682,1,1,0,1,3
716264358,3,2,2398,47,553.9904214531467,34271.95000664248,249372.7230926915,1,0,2,1,3
717296808,4,4,1661,32,360.50196359092513,54084.20495076189,93080.2758592164,1,1,0,1,1
712977183,1,6,1421,22,896.8134689898855,3924.8197103544917,187592.18596712648,1,1,2,1,0
710829108,1,4,999,28,636.6724427534637,25078.449768609094,200903.91303549375,1,1,0,0,0
779562633,1,3,1387,18,564.342100320536,33545.8610612786,189119.19227170956,1,0,0,1,2
715315833,3,6,1243,24,566.2631215454948,19324.720623490586,177694.28483258223,1,1,1,0,3
815500983,4,5,1860,36,802.7454848753737,35545.781812372334,143834.79299755782,1,1,2,1,0
719360583,2,6,1502,25,285.3292057934522,32280.077369591192,62697.021722645455,0,1,0,1,3
709701558,2,2,1460,50,404.4563406405531,37418.518796474134,165236.1205932647,0,2,2,0,1
779862408,3,3,1087,33,770.7927551755807,35201.7696061321,132352.27979051555,1,1,0,1,2
812627208,4,5,1226,33,759.2176248523333,51998.21163355264,188420.67678416654,1,1,2,0,2
711033408,4,5,1230,28,586.5658084603737,39699.91894974715,189223.59006939537,1,2,0,0,0
780376683,3,5,1827,24,626.322747061328,41333.74179518956,180430.8912836073,1,0,0,0,0
714454758,4,4,1771,37,389.121677351466,39010.49652768051,198917.89316785135,1,0,2,0,1
780466533,0,3,1873,52,706.0604299637314,21481.55207051794,98916.28333355904,1,0,0,1,1
715735233,4,5,1679,42,617.0967167919566,16872.026145048985,188678.90877157403,0,1,2,0,3
720476733,4,2,1002,22,686.0083252652603,19546.46406877967,68823.88109287864,1,0,2,1,2
712375758,3,3,1461,42,855.5885816833628,26091.707468923378,66684.56564533492,1,2,0,0,1
708868233,4,1,760,21,419.22440362271357,29724.978945906285,74648.12056135418,1,0,0,1,2
718030083,2,4,1428,22,633.8632034040999,35577.234134124476,169194.99079834923,1,1,2,0,1
771698658,2,4,1302,27,778.3077476100863,32287.514803530285,306874.27706503787,1,2,0,0,3
748326258,3,4,1483,41,412.277487967355,12184.229737860402,343360.4642264437,1,0,2,0,2
770817783,2,3,1060,27,375.73383171974683,23344.97269949344,-9526.26987897094,0,0,2,0,0
779353083,2,4,1330,32,747.0267207110294,4732.766312172662,14610.769009648357,1,1,0,1,2
711441333,4,3,1229,27,861.2599657112597,8265.723448930908,4719.804112149854,1,0,0,1,2
719808558,4,2,886,27,613.3217621434303,21576.02170394011,35247.260635018654,1,2,2,1,3
711551958,2,3,844,24,266.95655607543085,21841.868571272586,62797.17245852463,1,2,2,1,2
809164083,1,2,1450,37,475.1774105444031,24388.565701815474,160111.67060281627,1,2,2,0,0
820596183,0,2,2311,48,766.7262332544947,29789.931049612453,71339.96449345577,1,2,2,0,0
715999608,4,4,1378,26,711.0971260209138,1471.643360638427,225057.34524738096,1,1,1,1,2
805543158,0,5,1523,40,364.5989122941405,33822.12333041176,86205.55780714867,1,0,0,1,0
709752183,2,4,1374,37,855.7459236683028,46396.931633974076,77685.25379540317,1,1,0,1,3
716479233,1,5,1080,21,716.1875895860619,34300.11259869454,26300.968845126947,0,1,2,1,3
713837058,4,3,1234,24,654.363154800872,26835.516248084543,148649.92152006843,1,1,0,1,0
718876683,4,5,1600,32,679.1907966903802,55678.23406190808,208084.63085436088,1,2,0,1,0
794843883,3,6,1353,33,462.508931118723,27119.690666639686,191115.82504902937,1,1,1,0,2
803043933,4,4,1546,25,552.1445258099963,32298.36325876182,82523.20114164636,1,0,0,0,3
714606558,4,5,1448,22,473.8998319123692,35113.62481673526,143817.94121167454,1,1,2,1,0
778425408,3,5,1271,24,319.1422319814932,9611.337449780407,39996.37563779851,1,1,0,1,1
714171108,1,6,1223,20,436.78492183141657,44011.52702324321,191147.25991806388,0,1,0,1,2
719662458,4,5,1117,29,649.6464507834363,14635.553588414054,22686.977191739876,1,2,0,1,3
713137233,3,4,994,24,547.0578167583454,51389.969145682626,226074.67230309942,0,0,0,1,3
769425858,2,4,1468,26,503.0571213552758,19420.238741927154,181165.9036764439,1,1,0,1,2
711297483,4,6,1658,38,711.07315756863,14400.563794268208,95431.62925282851,1,2,0,1,3
788900883,4,3,1368,38,666.2270282110446,28509.924510129087,183463.54342383644,1,1,0,1,0
758348808,0,4,1218,18,791.4334527231094,12144.103557256383,73326.52158691708,1,1,0,0,2
772336458,1,4,702,12,489.066758403821,13080.520133292504,172486.35688942848,1,2,1,1,2
717906783,0,5,1310,26,320.2787780139265,30534.946516029042,143401.02001237447,1,1,2,1,2
719437908,3,6,1767,50,545.0589208448454,18384.98679301425,174307.4865719793,1,0,0,1,2
769433508,2,6,933,25,586.8214611451883,30112.82795731029,70269.70239929996,1,1,0,1,2
790096533,2,4,1512,27,340.37897669350707,10212.189331380898,155430.14425613315,1,2,0,0,2
720997383,3,2,829,17,525.2188166910437,6314.436099783725,104930.43974738123,1,0,0,0,2
709930758,1,5,1506,33,786.3685230557852,12471.534183432404,68424.23780751883,1,0,0,0,0
710741208,3,4,2094,25,914.8151802018606,37540.58510725208,89052.31567082249,1,1,2,1,2
821797008,1,2,815,21,827.7930483698444,46169.5037460595,147589.35223665665,1,1,0,1,0
708874533,4,1,510,24,404.2335451594042,30398.05988696657,56748.1768624705,1,2,2,1,2
715341858,3,6,1377,49,940.0039762472171,32219.425330172864,41597.97876248069,1,0,0,0,1
793636308,3,2,1193,33,552.2499307629533,17215.287405053314,104361.22057970242,1,1,0,1,2
712125258,0,3,701,19,732.1672287110802,29752.82343170773,152546.62133364938,1,0,1,0,1
709703433,2,4,1770,25,762.6400018709426,21133.789151919438,84662.32563901246,1,0,2,1,2
721022433,2,5,1409,35,424.828558094301,28065.40153577376,92366.40012041805,1,1,0,1,2
710103558,0,4,1354,28,521.224855402263,25096.48948568563,166122.6894424211,1,1,0,1,2
715952883,1,5,1765,34,499.4284860644142,2084.033393995367,43560.31988189301,1,1,0,1,2
772390908,1,2,687,17,483.26008905129277,38449.137145164794,80582.07036803657,1,1,0,1,1
787348608,4,3,1227,15,538.9645281347169,17676.682157324136,195577.4342240435,1,1,0,1,0
709485033,4,4,1737,26,436.73744714154816,25706.33309473892,154953.72726185358,1,1,2,1,3
799471833,0,4,1435,38,632.8934359741837,-5584.153318583965,260695.7009642683,1,1,0,1,3
714187533,1,2,1321,28,437.002623180009,30216.08634989793,87041.09444336759,1,0,2,1,3
779656908,1,6,1479,29,437.24673399071423,8511.933988745477,164734.67843298527,1,1,0,0,3
778867533,1,1,689,23,660.8020235541236,22467.486914990353,49335.722180650264,1,2,2,0,1
789483333,1,5,1258,23,825.9987421827643,5367.4322351914125,205335.9111236175,1,1,1,0,0
809855808,4,5,1339,20,803.998744415419,21240.14369041422,184792.83567181794,0,2,2,1,1
771809733,1,1,960,18,567.4654326434227,11073.050361622738,67698.64333514961,1,1,0,0,0
719942883,2,3,1119,18,686.0468549673174,15752.123125029197,315960.39677188254,1,2,0,0,1
717806133,2,5,1382,31,538.2451064776577,35703.67505878919,129372.93218114375,1,1,1,1,2
720615708,1,6,1232,32,446.5745252278166,31307.957243751574,77043.62187395414,1,1,0,1,2
714511758,3,4,1542,16,315.54488151086457,23403.955175984895,131397.98149882833,1,0,0,1,2
715050408,3,4,1094,32,631.898906055875,32943.82907405396,102392.25314525719,1,0,2,1,2
721132233,4,2,1217,30,776.8232096616666,18165.515496412772,138244.01361713867,1,0,1,0,3
719211558,2,1,744,18,272.8838588510592,7936.607483657015,98691.79508452941,1,2,2,1,2
712069008,4,4,1614,33,384.8414586108586,33120.23197075322,142378.30990009362,0,1,2,0,2
715996983,3,5,1747,31,415.6760361474599,22269.690123985798,213277.3088611376,1,0,0,1,3
773466258,1,3,1144,22,799.5526502728243,22590.67686233992,254827.46475652265,1,0,2,1,1
798983508,3,4,1575,34,291.50842368031994,10076.335286897003,177831.1860745136,0,1,0,1,3
716451183,1,5,1706,21,138.8687118564418,22035.392757676178,145844.4315766625,1,2,0,0,1
715085733,1,3,2434,33,677.2819141427411,25406.829365592646,57272.675268638865,1,1,0,1,2
788977833,3,2,1876,41,576.0163047342149,42746.697596227066,95694.82014814702,1,1,0,1,2
720272958,0,3,1000,25,726.8651666678219,17500.260679485626,111390.3492552159,1,0,1,1,2
708421833,4,6,1139,30,417.7804044373619,28135.708667028528,149424.17802768789,1,0,2,0,2
715120608,2,2,1273,27,722.5969578830252,25513.768681262653,188793.43187850696,1,0,2,1,3
779078733,2,3,1579,36,839.7894089484071,58784.78459140056,140006.0067919219,1,1,2,1,0
720250158,2,6,1749,37,465.82352393381296,43285.892155726615,190296.27292069243,1,1,0,1,2
716458983,1,5,1424,29,442.1133892730735,8110.248301926862,217913.902787233,1,0,0,1,2
713747733,1,5,2011,41,482.86745466800085,8794.05659748094,61346.966703216545,1,2,0,0,2
712270158,1,5,1208,31,428.42822025834096,38194.52727057616,28020.58370685189,1,0,0,0,0
754897008,1,2,1319,26,705.8414099428728,10828.665124802563,118648.64355156611,1,1,0,1,3
819700533,0,5,949,27,604.8912254640884,9486.450456004217,141630.15567676586,1,2,0,0,2
712890408,2,5,1338,30,722.3110898679917,21499.43371626767,174797.5110824953,1,0,2,1,1
720248208,2,6,1554,26,631.1537935911163,35842.148398758894,192595.17417688615,1,0,0,1,2
779749908,2,2,1350,32,617.3597667602322,30561.541874951894,97674.88085463944,1,2,2,1,0
717401883,2,5,1694,44,572.2391088846366,13611.81712899555,179746.34114563046,1,2,1,1,0
721509558,0,3,1678,40,354.4925835558895,25529.75438130087,179045.01000625925,1,1,2,0,2
714576183,3,6,1222,23,421.5844607882015,10686.651762436935,99900.712395879,1,1,0,0,2
721425558,0,2,1536,37,843.7669381424591,41099.479380952456,138833.28428109823,1,1,0,1,2
711109908,4,2,1400,31,342.79416212969545,53737.44325629207,60878.601600845126,1,1,0,0,2
715203108,1,2,1050,28,604.679596533391,30728.636213539306,32938.58383297028,1,0,0,0,0
710027508,2,3,1389,33,494.8437728757227,21695.526467462456,34650.51825577866,1,1,0,1,3
787464408,2,5,1184,29,1020.4383623478507,31884.09424761616,-20786.7515108426,1,1,0,1,2
783542133,4,5,2093,42,764.4916388281147,13529.490086855201,53820.23325784312,1,0,2,0,2
708330858,0,2,678,11,882.6746184359001,9979.995591547266,186748.25300332994,1,1,2,0,0
712701333,2,5,1219,27,466.135668652594,18461.266041072224,226544.16672151187,1,2,0,0,1
773373108,4,4,1025,28,790.0688051480909,17240.557853311282,74720.77024891035,1,1,1,1,0
715812258,3,5,1165,33,753.281308184989,30895.36815552024,259682.4266434389,1,1,2,1,1
778286433,1,4,2133,55,1010.4235960370837,20685.02884918175,119177.94371905288,1,1,0,1,0
789270033,3,3,1122,13,772.7362378932227,21944.448166633232,89337.30647285306,1,2,0,1,0
711569433,4,4,1083,22,827.2703983016675,14011.192565921998,149671.09348436812,1,0,0,0,1
720214833,3,3,1234,23,553.5964720728575,31559.987012733487,101546.69989975647,1,0,0,1,1
788194458,2,4,1843,35,420.0219501171494,22117.088236931748,70733.26298351391,1,0,0,0,2
720779733,0,3,1747,49,527.485159697372,15238.861666906265,12283.693594694152,1,0,2,1,2
717424458,4,3,1166,22,576.1144161515608,23977.824804017164,155407.00639656052,1,2,0,1,3
770590758,1,5,1285,16,591.4601713349889,-8103.218800138184,71393.98915766804,1,2,1,1,1
718490658,4,4,1142,28,724.8485712875483,29292.14009353252,263575.0312286082,1,1,2,1,1
711985833,4,4,1190,46,471.3790791315109,24319.602037377877,187802.7631989102,1,1,0,1,2
708967608,4,3,1052,24,674.4906150573603,25592.4466401644,238796.57751621472,0,2,0,0,3
718505958,0,5,1628,38,629.0453328167368,30874.728399568434,53672.45871268552,1,1,0,1,3
715024233,0,6,1740,32,660.3179458505659,32422.607088140194,117683.43568986554,1,0,0,0,3
779249583,4,4,1378,29,461.6515895775919,42972.7771114623,165527.82969755094,1,1,2,1,0
778928283,4,3,1389,32,224.72769606491403,32600.98211424392,130232.21150953963,1,2,0,1,0
712299858,4,5,1365,38,467.1273519456841,22402.228546650862,-33451.05131613152,1,1,0,0,0
799224108,4,5,1715,43,629.077992732271,23887.400378051843,85434.04634287389,1,2,0,1,2
809976033,2,6,1582,25,276.79570635946453,45137.221203439214,263586.95170549577,1,2,2,0,0
716203308,3,6,1220,22,738.0974660466384,15882.639383911477,39373.45962284155,1,0,0,1,3
714871683,1,2,715,13,513.2021554237496,47638.900729144734,215166.47670805955,1,0,0,1,1
716139933,3,3,2552,49,575.6544383179016,41225.5433722658,130499.25517658974,1,1,1,1,0
716984658,0,3,1106,31,818.9854844537002,28528.368261494914,95855.3515532478,1,1,1,0,0
713086008,4,6,1731,34,744.8754515319716,-1186.0647894915637,215899.27329056617,1,1,0,0,1
713773458,2,5,1435,32,675.7743694457464,53755.3615740669,41953.50202676942,1,1,1,1,2
719242533,2,5,1882,38,799.3603350770164,14459.409051253488,105957.91757221193,1,0,2,1,3
772712658,4,5,2058,34,551.8833110468413,28279.703992632185,103454.00907271563,1,1,0,1,1
788868858,4,4,1658,32,476.27968488529115,35775.65545312913,-9941.292548776197,1,1,0,1,3
811898133,4,3,1334,32,661.7934282115696,25233.716550935496,148192.4452206323,1,1,2,0,2
788808633,3,5,1441,29,400.72202518078734,27152.997338344714,155720.87895545823,1,2,0,0,0
779804208,1,6,1371,39,469.1428761455958,31076.9347349835,43725.41795851001,1,2,0,1,1
781391058,1,6,1991,38,392.1715636734224,16432.43954513364,79451.91608229387,0,1,0,0,2
790134408,2,6,1278,22,656.3501842431855,14063.49958176712,92192.52106457143,1,1,0,1,2
788853258,2,3,1734,39,480.8796653863396,12011.247090222032,78274.51060412035,1,0,0,0,1
711857733,2,3,1330,34,556.5051104053555,41151.89740720794,66887.05653841837,1,0,0,1,2
719554758,3,6,1672,32,381.828270818192,49176.08566947263,211532.97008619865,1,2,2,0,2
711643458,4,6,1439,41,505.23192674387803,403.5647057839742,46126.85720068296,1,2,2,0,0
788830683,3,5,1558,31,451.8691693526762,-982.3147344116514,329943.4155432094,1,1,1,1,1
807030858,0,6,1795,47,633.0386764297654,6327.849122745451,105858.32887869714,1,0,0,1,2
793059108,1,6,893,22,625.5001816942123,23506.798310477723,112486.83219818257,1,0,1,0,0
716568708,4,6,1099,27,589.4009756190368,1871.9586074635845,184849.34538630926,1,2,1,0,0
717229158,1,6,1893,15,505.36585053174315,-11281.935332959332,18639.72731308313,1,1,2,0,1
715915458,4,5,1151,31,407.83937830976413,11395.918160638576,70215.11798474684,1,1,0,0,1
819129858,4,5,1519,31,440.282992501396,40926.366502596924,17942.40062839778,1,0,2,1,0
713441958,0,5,1245,25,529.1546875966077,41485.50863952075,142473.9091351937,1,1,2,1,2
719091333,2,3,1102,27,614.4470535127936,7676.460395918657,10864.34373075355,1,1,0,1,2
714914583,4,6,1060,30,497.4422378991857,21341.418904577025,220449.10584976524,1,0,0,0,3
714363858,4,3,1459,35,640.3339814878423,19514.031709765437,127548.18624955215,1,1,0,1,0
721347408,4,4,1456,39,663.4071862508018,2425.8269372779105,41716.48061728483,0,1,0,0,3
772047183,1,6,1353,24,644.2039814538304,17924.90279314753,161292.37683391853,1,1,0,0,1
714217908,1,5,1173,32,859.5416151909376,35159.70970066871,148590.16667149542,1,0,1,1,0
714819183,3,5,1746,28,585.8635816034009,26784.108797698194,139093.2394491716,1,1,2,0,1
716455683,4,3,1279,28,607.9839834119826,40418.12930158575,-3382.1430888830073,1,0,0,1,1
710865633,4,4,1307,29,642.8876324145094,7910.201914106656,144427.87893503776,1,1,2,0,0
752952108,3,6,1473,37,654.6361125723427,29563.35464350659,127384.93260605488,1,0,2,0,2
714982383,2,4,1421,23,562.1946006404252,39242.39654767359,120086.23333394455,1,1,1,0,0
