CLIENTNUM,Income_Category,No_of_product,Total_Trans_Amt,Total_Trans_Count,Credit Score,Outstanding Loans,Balance,PhoneService,InternetService,TechSupport,PaperlessBilling,PaymentMethod,Churned,Time
630714303,3,1,1424,47,680,46401,69513,1,1,1,1,1,1,2024-01-15
790164408,3,2,1924,36,465,45506,182144,0,1,1,1,3,0,2024-01-15
974679522,4,3,1157,11,395,46089,2291,0,2,0,1,0,0,2024-01-15
491356670,4,1,1713,44,758,22401,53322,0,2,2,1,3,0,2024-01-15
188099106,1,2,1964,31,696,43181,91038,1,0,1,1,2,0,2024-01-15
397287226,4,3,1704,34,820,23831,164454,1,2,0,1,2,1,2024-01-15
478244152,0,3,1762,39,650,31468,118533,1,2,0,1,1,0,2024-01-15
656361046,0,3,1083,49,543,49873,95032,1,1,0,0,1,0,2024-01-15
324470517,0,1,927,37,362,14140,225660,0,0,1,0,1,0,2024-01-15
622739715,1,2,1780,23,326,127,287146,0,2,0,0,0,0,2024-01-15
337229735,1,3,915,24,370,16900,259479,0,0,0,1,1,0,2024-01-15
986625654,2,2,1838,35,447,37797,228185,0,2,1,0,1,0,2024-01-15
397810620,0,2,609,17,426,2884,9187,1,2,2,1,1,0,2024-01-15
234082847,4,2,1560,16,694,20098,219544,0,2,0,0,3,0,2024-01-15
882084754,1,1,1511,10,503,42737,20079,0,1,1,0,3,0,2024-01-15
309928781,0,2,713,46,453,31245,612,0,0,0,0,1,0,2024-01-15
623226056,3,1,867,34,381,397,120914,0,0,1,0,3,0,2024-01-15
100011418,2,3,1689,16,695,9461,89879,1,1,1,1,1,0,2024-01-15
431615165,3,1,1206,42,345,9666,291872,0,1,1,0,2,1,2024-01-15
166871002,0,1,1001,32,568,16211,169493,0,0,1,1,2,0,2024-01-15
575007039,1,1,687,21,346,477,287570,0,0,2,0,0,0,2024-01-15
982152650,3,1,1999,39,834,46522,129707,1,1,2,0,0,0,2024-01-15
144103905,0,2,1552,47,314,42472,180822,1,0,2,1,3,0,2024-01-15
140340627,4,3,1745,10,520,48596,290102,1,0,2,0,0,1,2024-01-15
132186711,4,1,1988,16,359,44703,186373,0,1,2,0,1,0,2024-01-15
139340398,0,3,1415,43,425,15991,27329,1,1,1,1,2,0,2024-01-15
671518727,0,1,1468,25,577,45959,30999,0,1,1,1,1,1,2024-01-15
59972621,0,3,1702,14,330,10490,14972,1,2,2,1,3,0,2024-01-15
103734759,0,2,1357,31,717,4064,85615,1,1,1,1,1,0,2024-01-15
227304453,0,1,1608,18,379,13712,235615,0,0,0,1,2,0,2024-01-15
944211434,4,1,1310,31,433,23312,144861,1,0,0,1,2,0,2024-01-15
72914977,2,2,1055,30,708,40373,49548,1,0,0,0,2,1,2024-01-15
389175802,0,1,1607,22,394,22580,6246,0,0,0,0,2,0,2024-01-15
548669421,0,3,1923,43,834,44534,274746,1,2,2,1,3,0,2024-01-15
403707341,1,3,1271,20,468,4942,195881,0,2,1,0,3,0,2024-01-15
215630643,3,2,1787,36,693,45596,21888,0,1,2,0,3,0,2024-01-15
621632135,0,1,1539,21,442,18950,180454,1,2,1,1,1,0,2024-01-15
951420682,1,1,762,45,729,29641,86916,0,0,2,1,0,0,2024-01-15
793993306,1,3,861,13,470,33073,218481,1,1,0,1,2,0,2024-01-15
693673848,2,1,984,17,569,49886,274177,1,0,2,0,3,0,2024-01-15
436572245,4,1,1247,38,415,22726,256070,0,2,0,1,1,0,2024-01-15
610775716,3,2,754,36,807,44628,281907,1,0,0,0,2,0,2024-01-15
348798831,2,1,1199,46,697,22436,212781,0,2,0,0,0,0,2024-01-15
493286690,3,3,1467,47,742,33020,21133,0,2,2,1,3,0,2024-01-15
810183118,1,3,1965,49,322,21602,5330,0,1,0,1,0,0,2024-01-15
495107305,2,2,516,44,849,49723,277468,0,1,2,1,3,0,2024-01-15
981963385,0,1,1840,10,558,47751,56388,1,2,0,1,1,0,2024-01-15
711803038,1,1,1102,45,340,39263,87954,0,1,2,1,3,0,2024-01-15
483040669,2,1,1094,40,778,23014,168250,0,1,0,1,0,0,2024-01-15
712491178,2,3,818,27,311,4496,154047,1,2,1,0,2,0,2024-01-15
787007992,4,3,1682,30,821,2781,14031,1,0,1,1,0,0,2024-01-15
719859033,3,2,1345,39,725,20836,277295,0,1,0,1,0,0,2024-01-15
784744481,2,1,1898,42,615,44451,85567,1,1,2,1,2,0,2024-01-15
660312627,2,1,1247,44,617,26856,119866,1,2,0,0,3,0,2024-01-15
266852462,1,2,1424,42,779,30244,70066,1,0,0,0,1,0,2024-01-15
419571250,3,3,1752,25,835,48688,135424,1,0,0,1,1,0,2024-01-15
826813840,1,1,927,15,365,18877,212944,0,0,1,1,3,0,2024-01-15
337944113,0,3,959,30,608,11743,247980,1,2,2,0,3,0,2024-01-15
775434168,4,1,1947,40,369,25960,36568,1,0,2,1,2,0,2024-01-15
705375931,1,3,1456,35,841,20047,11465,1,2,2,1,1,0,2024-01-15
499468745,1,1,1324,30,646,35933,89722,0,1,0,0,0,0,2024-01-15
144846453,0,1,1589,34,677,14263,205418,1,2,1,0,1,0,2024-01-15
717624708,0,3,736,22,546,34358,279971,1,2,1,1,3,0,2024-01-15
555972385,2,2,1538,28,782,24303,282728,0,2,0,0,2,0,2024-01-15
809962908,3,1,1389,11,586,13474,110901,0,1,2,1,0,0,2024-01-15
39135248,2,3,1574,47,448,34016,68190,1,2,2,0,0,0,2024-01-15
408895066,1,3,1840,35,513,19271,264216,1,2,2,0,0,0,2024-01-15
758675909,2,1,1077,46,316,41614,270163,0,0,2,1,3,0,2024-01-15
711238908,3,1,1007,17,402,45954,36907,1,2,2,1,2,0,2024-01-15
709671708,3,1,1531,27,497,41409,231948,0,1,1,0,3,0,2024-01-15
135642404,3,1,740,35,790,28199,117174,1,2,2,0,3,0,2024-01-15
181454946,0,3,805,18,304,23750,290996,1,1,1,1,2,0,2024-01-15
755247108,0,3,676,33,545,13548,149021,0,0,1,0,0,0,2024-01-15
150989396,1,3,1793,49,646,11553,131199,0,0,1,1,1,0,2024-01-15
510839971,2,2,1823,36,624,45684,95820,1,1,2,0,2,0,2024-01-15
717865008,2,1,1340,50,327,33346,145467,0,2,0,0,1,0,2024-01-15
105461545,4,2,1020,14,574,36390,173114,1,2,2,0,2,0,2024-01-15
842873150,3,2,1499,28,656,37879,52627,0,0,1,0,1,0,2024-01-15
435041273,0,3,1928,32,335,29432,237482,1,2,0,0,1,0,2024-01-15
617851492,4,2,1775,19,469,28183,239205,1,2,1,0,3,0,2024-01-15
944670280,4,2,838,18,838,32265,215892,0,0,1,0,0,0,2024-01-15
720165258,1,2,1324,43,712,23558,263519,1,1,2,1,1,0,2024-01-15
529380878,4,1,691,12,434,34177,33876,0,0,2,0,1,0,2024-01-15
75331304,3,1,1020,46,395,10242,280769,0,2,1,0,3,1,2024-01-15
807756948,4,1,1799,39,768,43872,22837,1,2,1,1,1,1,2024-01-15
359337037,0,3,873,45,303,15406,110156,1,0,2,0,1,0,2024-01-15
623732877,3,2,682,50,389,43819,231828,0,0,1,1,0,0,2024-01-15
713004744,0,3,671,39,478,13961,68376,0,1,2,1,0,0,2024-01-15
767716339,2,1,1577,37,447,11005,128823,0,0,1,1,2,0,2024-01-15
439135721,1,1,1571,35,333,45481,18013,1,0,2,1,3,0,2024-01-15
886817899,0,1,1387,38,335,37648,76868,1,2,0,1,1,0,2024-01-15
539622128,0,1,1787,44,789,21342,128517,1,0,1,1,1,0,2024-01-15
765115197,0,3,786,47,467,46821,47501,1,0,1,1,3,0,2024-01-15
235770788,3,2,1874,44,323,40700,42665,0,0,0,1,2,0,2024-01-15
984234007,0,3,786,37,428,47696,85282,1,1,1,0,2,0,2024-01-15
258001285,0,2,963,45,534,8189,26094,1,2,1,0,1,1,2024-01-15
943748840,1,2,701,28,754,16338,72459,0,0,2,1,2,0,2024-01-15
586947118,3,1,1614,15,816,16167,105152,0,1,2,1,2,0,2024-01-15
693624983,0,2,1445,36,325,6714,88711,0,0,0,1,1,0,2024-01-15
556240700,0,2,1280,47,713,7210,55073,1,1,0,1,0,1,2024-01-15
900983796,1,1,977,30,434,10780,272966,0,1,1,1,1,0,2024-01-15
735023222,3,3,1404,43,575,13521,77680,0,2,2,0,1,0,2024-01-15
476223744,1,3,587,50,303,41720,10633,1,0,1,0,0,0,2024-01-15
843464023,3,2,1189,32,693,19316,100863,0,0,1,1,0,0,2024-01-15
779269158,4,1,915,28,533,31712,125783,0,1,2,0,2,0,2024-01-15
499892908,1,1,1045,43,374,37548,40035,0,2,2,0,0,0,2024-01-15
131345682,0,2,1048,43,753,6985,273323,0,2,1,1,1,0,2024-01-15
170151804,1,2,1833,48,783,44407,296355,1,0,1,1,2,0,2024-01-15
662463815,3,3,1646,34,739,7167,180523,1,1,1,0,2,0,2024-01-15
794576058,3,1,992,13,329,30202,213969,1,0,2,0,2,0,2024-01-15
774483850,4,2,1730,17,384,23370,106889,0,2,0,1,2,0,2024-01-15
415546151,3,3,1134,26,584,17271,45084,1,2,0,1,1,1,2024-01-15
607511833,3,1,1072,14,502,35950,281129,0,0,0,0,0,0,2024-01-15
780276258,3,2,1041,31,516,32185,211775,0,1,0,1,1,0,2024-01-15
648580321,2,1,1008,22,515,844,228600,1,0,1,1,2,0,2024-01-15
659640965,1,1,1309,43,430,480,292272,0,2,2,1,2,0,2024-01-15
313610958,0,1,1024,29,815,3346,36018,0,2,2,1,0,0,2024-01-15
154313120,3,2,1997,35,312,1401,233422,0,2,0,1,1,0,2024-01-15
40424258,1,3,1121,40,807,30301,256380,1,2,2,1,3,0,2024-01-15
758338429,1,2,709,17,479,37486,222326,1,0,0,1,3,1,2024-01-15
617876507,4,2,748,14,542,42016,293986,0,0,2,1,1,0,2024-01-15
647465936,4,1,585,36,792,22447,44518,1,0,2,1,3,0,2024-01-15
717114708,2,3,744,22,670,7389,125529,0,1,0,0,0,0,2024-01-15
10807480,2,2,812,37,540,26019,79419,1,0,2,0,0,0,2024-01-15
240414188,2,1,1546,24,483,9626,37113,0,0,1,0,3,0,2024-01-15
795163861,0,1,1428,45,457,35075,182692,1,0,0,0,0,0,2024-01-15
396356028,0,1,561,35,729,30853,288266,1,0,2,1,0,0,2024-01-15
865865570,2,3,1806,23,797,33025,88937,0,1,1,0,0,0,2024-01-15
855076106,0,2,1973,33,650,12326,253227,1,1,0,1,1,0,2024-01-15
190609851,4,3,1703,13,678,18708,95048,0,2,0,0,0,0,2024-01-15
796412899,3,1,925,22,484,22196,274783,0,2,1,0,1,1,2024-01-15
661875558,4,3,1842,49,746,11608,114136,1,0,2,0,1,0,2024-01-15
691159513,0,3,541,43,326,9411,275454,0,0,1,1,2,0,2024-01-15
381513785,2,2,979,47,468,45801,224659,1,1,0,0,2,0,2024-01-15
78498747,1,2,1995,33,784,16532,7268,0,2,2,0,1,0,2024-01-15
753160271,3,1,1026,22,814,31056,57892,0,1,1,0,2,0,2024-01-15
709627983,1,3,916,50,361,44897,155599,0,2,1,0,2,0,2024-01-15
846427582,2,2,1713,22,806,31050,149722,1,1,2,0,1,1,2024-01-15
719572833,0,2,2001,18,791,3607,18579,0,2,2,1,1,0,2024-01-15
674783865,1,3,1097,46,654,25638,160895,0,0,2,0,1,0,2024-01-15
927260287,4,1,1219,49,574,10433,12073,0,1,1,0,3,0,2024-01-15
197928371,3,2,1292,45,774,39290,289806,0,0,1,0,1,0,2024-01-15
526603525,0,2,1215,21,755,47178,201936,0,1,1,1,2,0,2024-01-15
42402131,0,1,540,36,752,12268,53435,1,0,2,1,3,0,2024-01-15
857463034,1,2,1277,35,344,35635,272733,1,0,0,1,3,0,2024-01-15
176557675,2,2,950,38,468,45886,182927,0,2,0,1,2,0,2024-01-15
421601600,4,1,1762,29,304,3888,299779,1,0,1,1,2,0,2024-01-15
960203226,4,2,1091,34,436,12377,18421,0,0,1,0,3,0,2024-01-15
978363932,1,3,1221,15,847,16060,107324,1,2,0,0,2,0,2024-01-15
883032578,1,3,1985,27,396,31419,206240,1,1,0,0,1,0,2024-01-15
560933338,2,3,681,42,812,34142,184440,1,1,0,0,2,0,2024-01-15
144159248,2,1,985,30,329,31919,122474,0,0,0,0,1,0,2024-01-15
788229425,0,3,572,50,371,8500,104740,0,0,1,1,1,0,2024-01-15
694665343,4,2,1303,13,678,46157,172465,0,2,0,1,0,0,2024-01-15
412551549,1,2,1129,26,608,40105,282075,0,2,2,0,2,0,2024-01-15
719952044,2,3,537,28,776,14025,214119,0,0,2,0,2,0,2024-01-15
614371508,0,1,1785,11,682,29977,27905,1,0,2,1,2,0,2024-01-15
599857754,1,1,1730,37,313,45686,293090,0,1,2,0,0,0,2024-01-15
172406335,3,3,576,19,810,13930,251899,1,1,0,1,3,0,2024-01-15
712025958,3,2,1570,30,365,5910,254787,0,1,0,1,3,1,2024-01-15
615940709,0,2,1565,19,348,42150,90695,0,2,2,1,1,0,2024-01-15
458812434,4,3,1271,45,456,5022,183475,0,0,0,0,2,0,2024-01-15
675276128,0,2,1481,28,716,8470,298626,0,0,2,1,2,0,2024-01-15
9571661,1,1,1137,24,472,11411,151272,1,0,0,1,0,0,2024-01-15
87260708,2,2,1708,46,842,44612,136260,0,1,2,0,1,0,2024-01-15
685272144,4,3,1352,14,831,8032,117446,1,2,1,1,3,0,2024-01-15
361550062,3,3,1148,30,813,45002,138156,0,0,2,1,1,0,2024-01-15
90024436,4,1,978,16,378,36495,281,1,1,0,1,3,1,2024-01-15
565839544,4,1,1126,46,528,11687,98650,1,2,1,1,2,0,2024-01-15
694281298,4,1,1436,10,535,9027,35398,1,1,1,1,2,0,2024-01-15
712332183,3,3,983,12,841,7687,213124,0,1,1,0,3,0,2024-01-15
757366105,2,3,1818,50,507,26393,73018,1,1,2,0,2,0,2024-01-15
494393491,4,2,922,46,528,26959,20680,1,2,2,1,2,0,2024-01-15
512641974,2,2,1681,31,634,23267,517,0,0,1,0,2,0,2024-01-15
184754949,0,1,1666,27,381,47953,243611,1,0,0,0,3,0,2024-01-15
610959047,1,2,1784,40,548,37265,47404,0,1,0,0,1,0,2024-01-15
375897025,1,2,744,14,338,46861,63008,0,2,1,0,1,0,2024-01-15
984351224,1,2,1857,33,578,6576,298811,0,0,1,1,1,0,2024-01-15
118209464,2,2,1475,36,640,18466,117954,1,0,2,1,3,0,2024-01-15
695998493,1,1,1867,43,396,195,113582,1,2,0,1,1,0,2024-01-15
54090578,2,1,1737,39,415,23363,239518,0,0,2,0,1,0,2024-01-15
819804471,1,2,1224,20,805,47139,89289,0,0,2,1,0,0,2024-01-15
840292458,2,3,1451,29,410,14975,162109,1,2,2,0,3,0,2024-01-15
683401154,3,2,1542,16,519,3063,82726,1,0,0,0,2,0,2024-01-15
750598553,0,2,609,15,314,22915,59991,0,1,2,1,3,0,2024-01-15
569520066,4,1,1585,18,556,29071,134893,0,2,1,1,1,0,2024-01-15
571311673,2,3,1090,43,567,13158,185493,0,1,0,1,1,0,2024-01-15
800216219,2,3,1181,44,377,45629,11213,0,0,2,1,1,0,2024-01-15
252993296,1,1,1524,43,537,20577,136750,0,0,0,0,2,0,2024-01-15
172384293,1,3,1188,50,657,9034,99644,1,1,0,1,0,0,2024-01-15
601142004,4,2,763,45,450,19822,267210,1,2,1,0,0,0,2024-01-15
666033991,3,1,543,13,531,14868,276511,1,2,1,0,0,1,2024-01-15
181338388,1,1,1711,17,745,12154,39145,0,1,2,1,0,1,2024-01-15
996529434,4,2,619,49,443,23855,138072,0,1,1,0,0,1,2024-01-15
725042219,1,2,1119,44,344,16442,223906,1,2,1,0,2,0,2024-01-15
953832474,1,3,1119,10,344,29511,250190,0,1,2,1,1,0,2024-01-15
418364662,4,2,1946,34,396,372,272724,0,1,0,1,2,0,2024-01-15
880699251,2,1,645,36,756,40719,116351,0,0,2,1,3,0,2024-01-15
692083730,3,2,1573,23,431,28246,242927,1,1,2,0,2,0,2024-01-15
719328858,4,1,563,14,733,2450,237066,0,1,1,1,2,0,2024-01-15
713314533,3,2,804,29,497,27093,225886,0,1,0,0,2,0,2024-01-15
709624533,2,1,909,24,331,5297,233069,1,0,0,0,3,0,2024-01-15
411394849,1,1,537,26,341,17315,292220,1,1,0,1,3,0,2024-01-15
577828480,4,2,1047,27,515,37030,287693,1,0,0,0,3,0,2024-01-15
438164752,0,3,1594,38,398,19977,70005,0,2,1,0,1,0,2024-01-15
471983996,1,2,1980,46,630,42054,126939,0,2,0,1,3,0,2024-01-15
500010994,2,3,1739,33,699,21891,241754,1,1,1,1,2,0,2024-01-15
385466470,2,3,1942,12,520,12230,24957,0,2,2,1,2,0,2024-01-15
483275790,1,2,1033,30,564,27332,234584,0,0,2,0,3,0,2024-01-15
875589416,0,3,1428,11,585,46011,279481,0,2,2,0,3,0,2024-01-15
116282313,3,3,602,33,837,3643,73692,1,1,2,1,1,0,2024-01-15
989567673,4,3,849,27,480,12979,267189,0,1,2,0,2,0,2024-01-15
67663131,1,2,857,22,557,23261,28309,1,2,2,1,2,0,2024-01-15
992811647,3,3,1864,45,652,23205,114860,1,0,1,0,0,0,2024-01-15
321355759,2,1,710,33,473,38509,169671,1,0,2,0,0,0,2024-01-15
713573508,3,3,1084,34,315,18117,290890,0,0,0,0,0,0,2024-01-15
668798406,0,2,1284,16,760,20307,280915,1,1,0,1,0,0,2024-01-15
664009772,0,1,1405,30,557,17811,12991,0,2,0,1,3,0,2024-01-15
378782150,2,3,1708,22,558,34693,259437,0,0,0,0,0,0,2024-01-15
52851176,0,3,1291,32,779,8096,149605,0,2,1,1,0,0,2024-01-15
797720334,0,1,977,33,831,4654,78048,0,2,1,1,0,0,2024-01-15
797235073,2,1,2002,24,534,29824,285207,1,1,1,1,1,0,2024-01-15
830213520,2,1,615,25,837,7596,138701,1,2,0,0,1,0,2024-01-15
176716590,4,3,1472,11,434,43716,50165,1,1,1,1,1,0,2024-01-15
370704030,2,2,2020,30,701,35871,16747,1,1,1,1,1,0,2024-01-15
177165750,4,2,1801,49,839,1885,19810,1,1,1,1,1,0,2024-01-15
739546937,0,3,1877,10,567,6027,101003,1,1,2,0,2,0,2024-01-15
439947151,3,1,1771,16,432,42574,5093,1,1,2,1,3,0,2024-01-15
493258592,2,3,1336,38,581,31931,18203,0,1,2,1,0,0,2024-01-15
376066286,1,1,1938,43,497,20322,68141,1,1,0,1,3,0,2024-01-15
480865634,3,3,1960,25,606,46567,225312,1,2,2,0,2,0,2024-01-15
657745922,1,2,1101,30,730,34456,296106,0,2,1,1,2,0,2024-01-15
822058574,2,2,1375,39,770,14714,22324,0,1,2,1,3,0,2024-01-15
164976930,3,2,541,35,530,45456,116494,1,0,1,0,3,1,2024-01-15
595666019,3,3,760,11,843,34787,275832,1,2,1,1,0,0,2024-01-15
714834258,3,2,1250,24,760,23122,58985,1,0,0,0,2,0,2024-01-15
945568783,2,3,1138,10,651,49326,207735,1,0,1,1,2,0,2024-01-15
197473087,3,3,641,46,796,28574,187068,1,0,0,0,1,0,2024-01-15
279354246,3,3,858,21,777,48693,246978,1,1,2,1,3,0,2024-01-15
698629880,1,3,1948,35,323,8554,3476,0,2,2,1,1,0,2024-01-15
348453705,0,1,1999,15,651,26714,271088,1,2,0,0,2,0,2024-01-15
628655314,3,1,1428,18,775,48199,135083,0,0,1,1,3,0,2024-01-15
124435462,1,2,1877,45,604,35910,286412,0,0,1,1,2,0,2024-01-15
417894282,1,2,1161,17,555,47930,220523,1,1,1,0,3,0,2024-01-15
764158630,2,2,1285,42,657,29182,247618,1,2,1,1,1,0,2024-01-15
826783233,0,2,1077,49,617,12065,261075,1,2,1,1,0,1,2024-01-15
548289493,3,3,692,11,364,2172,104356,0,1,0,1,1,0,2024-01-15
282654611,1,3,1102,39,307,5906,87256,0,0,1,0,3,0,2024-01-15
91376269,4,1,1112,46,313,13910,37149,1,0,1,1,3,0,2024-01-15
365421514,0,2,1513,40,474,46489,9584,0,0,2,0,0,0,2024-01-15
693809762,4,2,997,45,350,37397,122641,1,2,2,1,0,0,2024-01-15
54748295,1,3,2013,50,426,355,10038,1,1,1,0,3,0,2024-01-15
169517740,0,3,558,37,773,21146,65353,0,0,2,1,0,0,2024-01-15
496781576,0,3,1858,17,337,30663,13541,0,1,0,1,0,0,2024-01-15
119509595,0,3,1364,49,731,49138,18026,0,0,1,0,3,0,2024-01-15
57400113,4,3,1873,44,334,42527,258230,0,0,0,1,1,0,2024-01-15
869599199,4,1,1549,48,730,1876,158297,0,1,0,1,2,0,2024-01-15
202106721,1,3,1624,40,827,36141,44302,0,2,0,1,0,0,2024-01-15
777243072,4,3,1700,39,736,11126,71979,0,0,1,0,1,0,2024-01-15
719740008,3,1,1652,47,745,31527,37954,0,2,1,0,1,0,2024-01-15
648733855,3,3,1196,41,460,48866,59544,0,1,2,1,3,0,2024-01-15
460249869,2,2,1352,12,522,37514,2006,1,0,0,0,2,0,2024-01-15
729564134,1,1,1478,50,392,21257,102489,0,1,0,1,2,0,2024-01-15
179179038,0,1,549,35,452,24841,95056,0,0,1,0,0,1,2024-01-15
962087002,2,2,587,11,356,41393,105038,1,0,2,1,0,0,2024-01-15
371090624,0,2,1296,25,447,14040,99849,1,2,1,0,2,0,2024-01-15
754346796,3,2,550,16,352,27300,187384,1,0,2,0,2,0,2024-01-15
718212633,0,1,921,32,309,22155,249269,1,2,1,1,1,0,2024-01-15
41210921,1,2,1138,32,381,23413,40516,1,2,1,1,0,0,2024-01-15
553643107,1,3,1573,41,747,8390,50173,1,1,0,1,1,0,2024-01-15
791420771,3,3,1193,36,762,45711,68911,0,2,1,1,0,0,2024-01-15
590891804,4,1,1927,50,612,49329,45145,1,0,2,1,1,0,2024-01-15
477177562,1,1,1822,24,726,49753,244026,1,2,2,0,1,0,2024-01-15
675182402,1,2,515,47,328,4502,60434,1,0,1,0,3,0,2024-01-15
80123085,1,2,861,16,737,44968,106221,0,0,1,1,0,0,2024-01-15
555423148,2,2,1502,13,396,28447,112489,1,0,1,0,0,0,2024-01-15
125830413,0,1,910,20,394,14195,240038,0,1,1,1,2,0,2024-01-15
632393829,0,2,653,20,363,21753,135172,0,1,0,0,1,0,2024-01-15
824132051,0,3,608,23,445,42084,65847,1,1,1,1,3,0,2024-01-15
478532859,0,1,1074,45,641,24740,99935,1,1,2,1,2,0,2024-01-15
699983806,1,2,1188,17,491,13668,70394,1,1,0,0,2,0,2024-01-15
653318837,3,2,1826,17,624,48713,151602,0,0,1,0,0,0,2024-01-15
96348868,4,3,556,45,468,43850,264784,1,0,2,1,3,1,2024-01-15
176310044,4,1,1656,17,815,24767,23400,1,0,1,1,0,0,2024-01-15
155191528,0,3,842,19,539,27849,241682,0,0,0,1,0,0,2024-01-15
