CLIENTNUM,Loyalty,Financial_Status,Segment,Digital_Capability
767712558,1,4,2,True
712950783,2,4,2,True
716104983,3,3,1,False
818839983,2,5,2,True
712350858,2,5,2,True
711009708,3,6,2,True
712215258,1,4,2,False
773827008,3,8,4,True
795232683,2,2,1,True
713539833,3,3,1,True
712454058,3,5,2,True
718803333,1,6,2,True
720253908,3,3,1,True
713187033,2,7,2,True
772426383,3,6,2,True
710975883,2,3,1,True
714264408,2,4,2,True
715827858,2,6,2,True
713741358,3,9,4,True
709531908,5,7,2,True
714141108,3,6,2,True
712608783,2,8,4,True
820353558,2,4,2,True
714964758,3,4,2,True
716264358,3,5,2,True
717296808,2,5,2,True
712977183,3,3,1,True
710829108,2,5,2,False
779562633,2,5,2,True
715315833,3,7,2,True
815500983,3,4,2,True
719360583,3,8,4,True
709701558,2,1,1,True
779862408,2,10,4,True
812627208,3,5,2,True
711033408,3,7,2,True
780376683,3,4,2,True
714454758,2,2,1,True
780466533,4,10,4,True
715735233,4,6,2,True
720476733,1,4,2,True
712375758,3,7,2,True
708868233,1,2,1,False
718030083,2,6,2,True
771698658,2,7,2,True
748326258,3,7,2,True
770817783,2,3,1,True
779353083,2,4,2,True
711441333,2,3,1,True
719808558,1,4,2,True
711551958,2,6,2,False
809164083,1,7,2,True
820596183,3,6,2,True
715999608,2,6,2,True
805543158,3,7,2,True
709752183,2,7,2,True
716479233,3,1,1,False
713837058,2,5,2,False
718876683,3,6,2,True
794843883,3,9,4,True
803043933,2,4,2,True
714606558,3,7,2,True
778425408,3,9,4,True
714171108,3,3,1,True
719662458,3,2,1,True
713137233,2,9,4,True
769425858,2,6,2,True
711297483,3,3,1,True
788900883,2,8,4,True
758348808,2,6,2,True
772336458,2,5,2,True
717906783,3,3,1,True
719437908,4,5,2,False
769433508,3,5,2,True
790096533,2,5,2,True
720997383,1,5,2,True
709930758,3,6,2,True
710741208,3,8,4,True
821797008,1,4,2,True
708874533,1,4,2,True
715341858,4,8,4,True
793636308,1,7,2,False
712125258,2,7,2,True
709703433,2,4,2,True
721022433,3,4,2,True
710103558,2,4,2,True
715952883,3,5,2,True
772390908,1,4,2,True
787348608,2,4,2,True
709485033,2,8,4,True
799471833,2,5,2,True
714187533,1,4,2,True
779656908,3,5,2,True
778867533,1,5,2,True
789483333,3,4,2,True
809855808,3,5,2,True
771809733,1,6,2,False
719942883,2,5,2,False
717806133,3,6,2,True
720615708,3,5,2,True
714511758,2,5,2,True
715050408,2,5,2,True
721132233,1,4,2,True
719211558,1,2,1,True
712069008,2,1,1,True
715996983,3,3,1,True
773466258,2,2,1,True
798983508,2,5,2,True
716451183,3,5,2,True
715085733,3,5,2,True
788977833,3,7,2,True
720272958,2,5,2,False
708421833,3,5,2,True
715120608,1,8,4,True
779078733,2,6,2,True
720250158,3,4,2,True
716458983,3,5,2,True
713747733,5,4,2,True
712270158,3,4,2,True
754897008,1,2,1,True
819700533,3,8,4,True
712890408,3,5,2,True
720248208,3,6,2,True
779749908,1,8,4,True
717401883,4,6,2,True
721509558,2,8,4,True
714576183,3,6,2,True
721425558,1,4,2,True
711109908,1,1,1,True
715203108,1,6,2,True
710027508,2,6,2,True
787464408,3,5,2,True
783542133,5,4,2,True
708330858,1,10,4,True
712701333,3,4,2,True
773373108,2,4,2,True
715812258,3,5,2,True
778286433,4,4,2,True
789270033,2,6,2,True
711569433,2,4,2,True
720214833,2,9,4,True
788194458,2,6,2,True
720779733,3,10,4,False
717424458,2,3,1,True
770590758,3,3,1,True
718490658,2,5,2,True
711985833,3,7,2,True
708967608,2,4,2,True
718505958,3,10,4,True
715024233,3,6,2,True
779249583,2,5,2,False
778928283,2,6,2,True
712299858,3,5,2,False
799224108,4,6,2,True
809976033,3,2,1,True
716203308,3,8,4,True
714871683,1,5,2,True
716139933,4,7,2,False
716984658,2,5,2,True
713086008,3,5,2,True
713773458,3,6,2,True
719242533,4,5,2,True
772712658,4,6,2,True
788868858,2,5,2,True
811898133,2,6,2,True
788808633,3,10,4,True
779804208,3,2,1,True
781391058,4,5,2,True
790134408,3,5,2,True
788853258,2,7,2,True
711857733,2,8,4,False
719554758,3,7,2,True
711643458,4,6,2,False
788830683,3,4,2,True
807030858,4,6,2,True
793059108,3,8,4,True
716568708,3,7,2,True
717229158,4,3,2,True
715915458,3,5,2,True
819129858,3,2,1,True
713441958,3,9,4,True
719091333,2,5,2,True
714914583,3,7,2,True
714363858,2,4,2,True
721347408,2,5,2,True
772047183,3,0,1,True
714217908,3,4,2,True
714819183,3,8,4,True
716455683,2,6,2,True
710865633,2,4,2,True
752952108,3,5,2,False
714982383,2,5,2,False
813814008,3,4,2,True
794545983,2,4,2,True
715585158,2,5,2,True
789863208,2,7,2,True
715022133,3,2,1,True
712506708,5,7,2,True
715699983,3,6,2,True
712459233,5,6,2,True
716545383,2,3,1,True
721144383,3,7,2,False
804359133,3,11,4,True
713308683,3,7,2,True
717354558,2,6,2,True
798473808,2,7,2,True
715192308,3,8,4,True
708813033,3,3,1,True
714639783,2,7,2,True
709470858,3,10,4,True
717292758,4,2,2,True
779241783,2,2,1,True
715205358,2,7,2,True
778871508,3,4,2,True
710147958,2,1,1,True
709864833,2,6,2,False
778868958,2,1,1,True
710004933,2,7,2,True
710940183,3,5,2,True
718927533,4,5,2,True
719337408,5,7,2,True
772308408,3,6,2,True
712981383,2,5,2,True
790099758,2,6,2,True
709547658,3,4,2,True
778770783,3,5,2,True
713134458,2,10,4,True
713639958,4,2,2,True
711089733,2,4,2,True
716988633,3,4,2,True
779031033,3,3,1,True
716302383,3,3,1,False
721333233,2,7,2,True
814995933,4,6,2,True
721469433,3,2,1,False
717198633,5,4,2,True
767695083,2,8,4,True
711791583,1,2,1,False
712315683,1,5,2,False
710038008,2,7,2,True
718349058,2,7,2,True
789842283,2,5,2,True
714900408,2,5,2,True
719418933,1,7,2,True
720115683,4,7,2,True
779504058,3,1,1,True
795979833,3,2,1,True
717392358,4,7,2,True
718640508,2,9,4,True
709230708,3,3,1,True
801383808,2,7,2,True
708217758,3,5,2,True
714272658,1,7,2,True
711864783,3,6,2,True
719407983,4,1,2,True
716804283,2,3,1,True
767294658,1,9,4,True
709122483,4,3,2,True
708241233,2,1,1,True
717860358,4,6,2,True
789337233,3,4,2,True
720902133,2,3,1,True
711870333,4,7,2,True
708398283,3,4,2,True
715878183,2,6,2,True
719451483,3,4,2,False
709110633,3,6,2,True
721059033,2,5,2,True
779912283,3,3,1,True
717701733,2,5,2,True
709913733,2,2,1,False
718768158,2,3,1,True
721375308,3,8,4,True
711374283,2,7,2,True
778465533,4,6,2,True
712138983,3,5,2,True
716920908,5,4,2,True
711195558,3,6,2,True
712024908,3,5,2,True
714893733,3,9,4,True
754886958,2,4,2,True
710104908,2,4,2,True
710558883,3,2,1,True
713827383,4,3,2,True
720267033,4,9,4,True
712049208,2,7,2,True
708688608,4,7,2,True
713217858,3,5,2,True
711019308,3,7,2,True
768600558,2,1,1,True
710202783,2,5,2,True
712899333,3,5,2,True
767036433,5,1,2,True
793473033,2,8,4,True
717998058,4,8,4,True
779610033,2,7,2,True
827332983,2,6,2,True
721183983,3,7,2,True
718426533,2,5,2,True
710698233,2,7,2,True
793581933,4,3,2,True
719229708,3,5,2,False
715158483,2,3,1,True
809296308,2,9,4,True
778176108,2,7,2,True
719366358,3,10,4,True
721417233,2,5,2,True
714578283,3,3,1,True
769574883,2,5,2,True
717643608,2,6,2,False
709198158,4,3,2,True
712419708,5,2,2,True
709103358,3,7,2,True
716966808,3,5,2,True
772264383,3,5,2,False
769137108,2,5,2,True
717640083,2,6,2,True
778686408,3,5,2,True
715015683,3,3,1,True
710462433,3,7,2,True
721342383,3,7,2,False
794977533,2,5,2,True
779445108,5,2,2,True
718193958,4,3,2,True
710955633,3,2,1,True
716149383,4,5,2,True
752604633,1,7,2,True
713889933,3,7,2,True
709446783,2,6,2,True
789115833,3,6,2,True
787623858,3,8,4,True
709040508,5,5,2,False
717956283,3,3,1,True
721379433,3,6,2,True
712027683,2,3,1,True
716027208,3,7,2,True
720475233,3,4,2,False
712275108,4,4,2,True
718121658,3,9,4,True
711593808,1,4,2,True
716222808,4,4,2,True
788779008,2,6,2,True
710404533,3,9,4,True
715383108,4,7,2,True
711697158,4,7,2,True
709186983,2,6,2,True
808964433,3,3,1,False
711948333,3,6,2,True
710541858,3,4,2,True
713865333,2,3,1,True
797707008,3,6,2,True
713490483,4,7,2,True
720370533,2,4,2,True
816596583,4,5,2,True
717517758,4,2,2,True
712880283,3,4,2,False
753226158,3,4,2,True
720605808,1,3,1,True
711028308,2,6,2,True
814852533,3,8,4,False
711526533,2,5,2,True
804403908,2,5,2,True
716999883,4,6,2,True
787599258,3,3,1,True
714495258,2,4,2,True
717713283,4,3,2,False
789317883,2,6,2,True
789467508,5,3,2,True
711231558,4,7,2,True
716829483,3,4,2,True
779713608,3,8,4,True
711628458,4,3,2,True
770724558,3,6,2,False
783561558,4,8,4,True
719309958,2,4,2,True
787550808,3,3,1,True
779863533,3,6,2,True
714529233,3,4,2,True
708177333,3,5,2,True
812019933,3,7,2,False
708557358,4,9,4,True
713580633,3,4,2,False
711466533,4,3,2,True
802276683,2,5,2,True
808897683,4,9,4,False
713010483,4,4,2,True
717006333,5,8,4,True
716924058,2,5,2,True
720916683,2,5,2,True
720923658,4,8,4,True
712710708,3,4,2,True
718939083,2,7,2,True
719085933,4,6,2,False
715124958,3,7,2,True
712979133,1,10,4,True
712006308,3,3,1,True
710801133,5,6,2,False
712490283,4,5,2,True
717958833,3,6,2,True
812420358,2,3,1,False
715940358,4,5,2,True
715041333,3,4,2,True
712797258,2,6,2,True
769170558,4,8,4,True
715884858,3,3,1,True
796343058,2,4,2,True
718888308,2,8,4,True
785114808,2,4,2,True
709852908,3,3,1,True
719679858,2,2,1,True
827108583,2,7,2,True
719781183,3,3,1,True
710429358,3,7,2,True
798792408,1,8,4,True
710280558,2,5,2,True
809825358,3,3,1,True
714451833,3,1,1,True
713943783,3,7,2,True
710706558,2,3,1,True
713620308,3,6,2,True
813453408,2,0,1,True
818248383,2,3,1,False
780106908,3,5,2,True
708938508,4,6,2,True
709671708,2,8,4,True
711204483,2,2,1,False
801728658,3,9,4,True
713945883,2,5,2,True
788370258,4,7,2,True
710383158,3,6,2,True
711768858,2,5,2,True
714888633,3,7,2,True
712650333,2,6,2,True
719945433,3,7,2,True
718344033,3,7,2,True
715442958,2,4,2,True
780326883,4,7,2,True
711157833,3,3,1,True
719704308,3,5,2,True
708772308,2,8,4,True
817663908,3,7,2,True
709990983,3,3,1,True
818045958,4,7,2,True
716380683,3,7,2,True
778461408,3,5,2,False
713861733,3,6,2,False
789291633,3,7,2,True
718325883,3,5,2,True
720344658,3,6,2,True
809292483,2,4,2,True
779791008,3,5,2,True
779557533,4,7,2,True
779320983,3,6,2,True
718093233,3,3,1,True
719459358,3,8,4,True
717728808,2,3,1,True
788701608,3,2,1,True
778506633,3,3,1,True
716918508,3,6,2,True
717321783,4,7,2,True
799000008,2,7,2,True
719068683,3,3,1,True
709120008,2,6,2,True
709117533,2,8,4,True
816594183,5,1,2,True
789485433,3,6,2,True
712881483,5,7,2,True
771492408,2,5,2,True
711668283,3,8,4,True
712960308,4,3,2,True
713530833,1,3,1,True
716144058,5,4,2,True
778699908,1,5,2,True
778623858,4,7,2,True
714665733,3,7,2,True
816089433,2,7,2,True
716991933,3,3,1,True
714534108,3,7,2,True
787456608,3,8,4,True
717090183,5,7,2,True
772782708,4,7,2,True
710722908,2,8,4,True
715271733,2,6,2,True
771706308,2,5,2,True
780198258,3,10,4,True
716290233,3,6,2,True
828298908,3,3,1,True
720697908,3,6,2,True
780598383,4,8,4,False
715345833,5,2,2,True
712373208,2,8,4,True
721433283,2,6,2,True
720680058,3,4,2,True
716909283,5,7,2,True
754654383,2,3,1,True
779759058,3,7,2,False
715783758,3,8,4,True
771190083,6,5,2,True
779330208,3,5,2,True
807964908,3,8,4,True
711748983,4,6,2,True
718064283,3,3,1,True
710492733,4,3,2,True
779016408,3,6,2,False
717787533,2,4,2,True
714851058,3,4,2,True
708455883,1,8,4,False
709207458,2,6,2,True
763895958,2,4,2,True
715942683,5,4,2,True
721301733,4,5,2,True
711927108,1,6,2,True
717548358,3,4,2,True
713936583,5,6,2,True
709682658,3,4,2,True
793889508,2,5,2,True
717420333,4,3,2,True
768921933,3,3,1,True
716343408,2,7,2,True
718909158,3,6,2,True
719471433,2,6,2,True
711147483,1,5,2,True
719788833,4,9,4,True
715168983,3,6,2,True
714306258,3,5,2,True
710574558,3,6,2,True
710947683,3,3,1,False
718923858,3,7,2,True
752666508,2,4,2,True
712672083,2,4,2,False
719863758,3,2,1,True
720990183,3,4,2,False
720718908,5,6,2,False
708249708,3,5,2,False
779506158,4,8,4,True
716608608,3,8,4,True
824805858,4,3,2,False
720840108,5,4,2,True
813469458,5,4,2,True
718870158,4,5,2,True
788673708,1,4,2,True
816513108,4,5,2,True
823606983,3,8,4,True
717028158,4,4,2,True
714472608,2,3,1,True
794340033,3,5,2,True
716462658,2,5,2,True
718050033,4,6,2,True
716341833,3,1,1,True
719648358,2,7,2,True
816600933,2,5,2,True
714208533,1,5,2,True
713095533,3,5,2,True
809967783,5,6,2,False
720426708,1,1,1,True
713743158,2,5,2,True
721279083,4,4,2,False
714970458,3,4,2,True
719070108,3,3,1,True
714989583,3,6,2,True
715901508,4,9,4,True
710370483,2,3,1,True
778573233,4,6,2,True
708833133,5,2,2,True
719885883,4,7,2,True
708134283,2,4,2,True
708983658,2,7,2,True
766285608,4,3,2,True
798035358,3,3,1,True
719391783,3,7,2,True
780713058,5,8,4,False
779338683,5,4,2,True
783387783,3,7,2,True
787800108,4,6,2,True
721397808,4,6,2,True
778698408,3,5,2,True
716032233,6,4,2,True
717835908,4,5,2,True
778663458,2,1,1,True
716024808,2,9,4,True
794831733,2,4,2,True
713854608,5,7,2,True
715993608,4,9,4,False
789368658,3,8,4,True
708098133,3,3,1,True
801499908,2,4,2,True
721129383,4,7,2,True
721249158,1,7,2,True
721049658,4,8,4,False
714886533,2,6,2,True
772375533,3,9,4,True
826775058,2,5,2,False
711878733,3,4,2,True
714550383,2,4,2,True
712636308,3,7,2,True
772139433,3,2,1,False
709058808,4,1,2,True
710111733,3,4,2,True
761544333,2,6,2,True
788814783,3,5,2,True
715034358,3,6,2,True
709624533,3,4,2,True
709942383,3,6,2,True
713378133,5,4,2,True
709217358,4,5,2,True
720998358,2,12,4,True
721051908,2,6,2,True
715232058,4,3,2,True
806250783,5,5,2,True
826477083,3,5,2,True
788728608,2,3,1,True
717190533,3,6,2,True
716580033,4,10,4,True
711644508,4,9,4,True
714334383,3,7,2,True
720611058,3,10,4,True
713845083,4,6,2,True
713756508,3,2,1,True
735565158,3,6,2,True
717180633,2,5,2,True
717295683,3,8,4,True
710070183,2,8,4,True
789605658,2,2,1,True
710045058,3,4,2,True
710164683,3,5,2,True
710802258,2,3,1,True
721036233,3,5,2,True
710036508,3,5,2,True
717776808,4,3,2,True
714906033,3,5,2,True
714273708,4,3,2,True
721117533,3,5,2,False
715374558,6,4,2,True
824807658,3,7,2,True
714940608,4,6,2,True
717561108,2,7,2,True
717127083,4,5,2,True
772460508,2,8,4,False
720484908,3,2,1,False
794664183,3,4,2,True
797488158,3,6,2,True
708543258,4,7,2,False
778706508,2,2,1,True
713650683,2,8,4,True
772532208,1,5,2,True
778929783,1,6,2,True
712821333,3,4,2,True
721120008,3,5,2,True
709633533,4,2,2,True
710789058,3,7,2,True
716174433,4,3,2,True
789886533,2,4,2,True
721038408,3,5,2,True
713325108,3,3,1,True
708431433,2,7,2,True
716996583,2,9,4,True
718699683,4,9,4,True
716604633,4,5,2,True
713053383,1,7,2,True
709979583,4,8,4,True
709380333,4,6,2,True
778574283,5,5,2,True
789875883,4,6,2,True
714661233,4,9,4,True
813915933,2,8,4,True
708358683,3,8,4,True
824761458,4,10,4,False
803595858,3,3,1,False
716198358,3,4,2,True
714173808,3,4,2,False
709465758,2,5,2,True
717364458,4,8,4,True
710754933,3,4,2,True
718362783,2,5,2,True
708267858,5,2,2,False
708856983,1,8,4,True
715588908,4,4,2,True
772674933,5,5,2,True
720148983,4,7,2,True
769732233,3,2,1,True
713030958,5,5,2,True
711320508,2,6,2,True
795795408,3,7,2,True
717904383,4,3,2,False
714115533,5,2,2,True
712475733,2,5,2,True
718996758,3,9,4,True
718301508,4,4,2,True
714831033,2,9,4,True
721265883,4,4,2,True
773448558,3,5,2,True
712003083,2,8,4,True
754282908,4,2,2,True
717412608,2,3,1,True
719412258,4,5,2,False
717683583,2,5,2,True
820584408,2,4,2,True
719392833,2,4,2,False
718595583,3,4,2,True
778508883,2,6,2,True
711999783,2,7,2,True
712120608,2,6,2,True
720848733,2,6,2,True
826723308,3,10,4,True
801369258,4,5,2,True
709584483,3,4,2,True
715708308,2,4,2,True
779707308,5,5,2,True
711688158,4,5,2,True
711848658,2,6,2,False
715855083,5,9,4,True
778971408,5,4,2,True
711648708,7,8,4,True
713149683,3,5,2,True
771903033,4,4,2,True
737925558,3,5,2,True
803347908,4,6,2,True
817285758,4,8,4,True
711480108,4,2,2,True
709662708,4,6,2,False
709224858,3,7,2,True
821771508,4,7,2,True
710522433,4,6,2,True
779046408,2,2,1,True
708595158,5,8,4,True
757266933,4,6,2,True
719904333,4,6,2,True
718264233,4,3,2,True
784798683,3,4,2,True
710899833,2,4,2,True
780025908,2,5,2,True
713610033,3,7,2,True
713086908,5,3,2,True
710032608,3,6,2,True
719776608,3,6,2,True
709220583,5,4,2,True
740852733,3,7,2,True
709528308,4,7,2,True
715127208,3,9,4,True
817144458,5,5,2,True
710628783,4,4,2,True
772145658,2,8,4,True
739594758,3,5,2,True
789198708,2,9,4,True
720953658,4,5,2,False
771330558,3,9,4,False
714078558,1,6,2,True
788826408,5,9,4,False
790128033,2,7,2,True
718082208,4,2,2,True
711711483,2,9,4,True
709426608,5,9,4,True
811457058,5,6,2,True
773073558,4,7,2,True
715937133,4,7,2,True
713693958,3,5,2,True
715443708,3,6,2,True
770769483,2,3,1,True
789326808,4,7,2,True
712105533,5,7,2,True
720674133,4,7,2,True
779216358,1,10,4,True
710279508,3,9,4,True
712168833,3,2,1,True
780581508,3,3,1,False
711957708,4,3,2,True
778782858,7,3,2,True
709366458,4,3,2,True
796990908,5,6,2,True
715702758,2,3,1,True
787438983,3,4,2,True
713834358,3,7,2,True
710084883,4,7,2,True
788915283,3,0,1,True
714916758,3,5,2,True
789611283,3,4,2,True
773288958,3,6,2,True
811721133,5,6,2,True
798110358,2,7,2,True
826478958,3,8,4,True
719127558,5,5,2,True
712454958,3,7,2,True
718561458,2,3,1,True
822984108,5,5,2,True
719469333,6,4,2,True
720871383,5,3,2,True
788827308,3,2,1,True
710180958,3,3,1,True
778346283,3,4,2,True
787547208,3,5,2,True
714983283,3,5,2,False
767653233,5,6,2,False
719461008,3,6,2,True
775198608,4,3,2,True
717567333,3,4,2,True
772794108,5,5,2,True
712072908,2,7,2,True
709328733,3,6,2,False
788107683,4,7,2,True
712440483,3,5,2,True
778399008,3,7,2,True
811534983,5,7,2,True
718726833,2,7,2,True
719450508,4,11,4,True
711213108,5,7,2,True
708488208,5,4,2,True
717206508,2,3,1,True
821836008,3,8,4,True
807244983,5,4,2,True
821872758,4,5,2,True
809959683,3,6,2,True
715079208,2,4,2,True
767049258,3,7,2,True
709579383,3,7,2,True
781923483,4,4,2,True
718654533,5,5,2,True
716169258,3,3,1,True
708212658,4,4,2,True
756013833,2,7,2,True
719358333,2,5,2,True
713735508,3,7,2,True
814833408,3,3,1,True
719182308,4,8,4,True
818497758,2,5,2,True
709991883,1,5,2,True
770901258,4,6,2,True
711499158,4,9,4,False
720445533,2,7,2,True
809951133,3,6,2,True
714657108,5,7,2,True
789048858,5,5,2,True
771816408,5,7,2,True
798158808,5,3,2,False
787685658,2,5,2,True
720141408,3,6,2,True
708216108,4,4,2,True
715074258,5,3,2,True
771653583,2,4,2,True
720836808,5,9,4,True
818701383,4,6,2,False
778137108,4,6,2,True
720973833,5,4,2,True
768490458,1,4,2,True
751487358,3,4,2,True
712742808,3,7,2,True
712820208,5,4,2,True
794649858,2,5,2,True
755262933,3,8,4,True
709541433,3,4,2,True
820622433,4,5,2,True
712586583,5,5,2,True
767269908,5,5,2,True
711310908,4,4,2,True
788862333,3,7,2,True
713194608,5,1,2,True
793550958,3,8,4,True
712607583,4,8,4,True
713921058,3,4,2,True
709183683,4,5,2,True
715241583,4,6,2,True
710475408,4,5,2,True
708971583,2,6,2,True
714547458,4,3,2,True
827631483,4,6,2,True
711159108,2,5,2,False
714703158,5,6,2,True
710255208,4,3,2,True
779236083,5,4,2,True
715973583,3,7,2,True
794113758,4,3,2,True
709452633,4,3,2,True
788210583,3,8,4,True
717784983,2,3,1,True
768460908,2,6,2,True
714697533,5,4,2,True
713206683,2,9,4,True
789314133,4,8,4,True
713956308,4,5,2,True
711595833,3,7,2,True
779521533,4,8,4,True
715225458,5,7,2,True
716487408,3,4,2,True
719338383,3,4,2,True
710523333,3,7,2,True
787489083,4,5,2,True
711498258,3,8,4,True
709316433,4,4,2,True
778734108,3,7,2,True
778388358,1,3,1,True
716773533,4,6,2,True
822130683,2,7,2,True
717268458,4,2,2,True
827888433,5,5,2,True
716522583,2,4,2,True
789415983,4,4,2,True
719819958,5,4,2,True
769579608,5,4,2,True
716615583,3,6,2,True
781131483,4,6,2,True
720521808,3,5,2,True
718136283,2,9,4,True
778855383,3,6,2,True
779722308,3,3,1,True
818926833,4,5,2,True
721217283,4,6,2,True
713371233,5,8,4,True
778426608,3,6,2,True
787515333,2,7,2,True
718444233,3,7,2,True
771099183,6,5,2,True
770241333,4,3,2,False
710819733,3,7,2,True
772155108,3,5,2,False
798796233,3,7,2,True
815472108,2,5,2,True
769145733,4,5,2,True
783364233,3,5,2,True
715640358,3,5,2,False
713529858,6,5,2,False
715684308,4,3,2,True
709204158,5,1,2,True
713182458,2,6,2,True
710624658,4,3,2,True
716793108,4,5,2,True
714051033,4,4,2,True
719139558,4,6,2,True
794632308,3,6,2,True
770662383,3,3,1,True
710581758,3,4,2,True
720497958,4,7,2,True
720920058,4,7,2,True
709855608,2,4,2,True
815484783,4,4,2,True
771602883,3,8,4,True
755953308,3,5,2,True
720917808,6,3,2,True
709379283,2,8,4,True
711840408,3,4,2,False
785328408,5,5,2,True
719873808,4,9,4,True
715528983,3,6,2,True
720254883,5,4,2,True
811980858,3,3,1,False
711330408,4,5,2,True
714580158,6,6,2,True
710798883,3,5,2,False
708913233,2,7,2,True
788038383,4,2,2,True
719905908,2,6,2,False
807044958,5,7,2,True
787643658,3,4,2,True
779138883,4,2,2,True
778401033,2,5,2,True
818375733,3,8,4,True
711048783,2,10,4,True
721415658,4,2,2,True
717961458,5,6,2,True
718068933,5,6,2,True
718623783,3,4,2,True
716565258,5,5,2,True
792565908,5,3,2,True
709267308,2,5,2,True
710035008,4,6,2,True
790082508,5,9,4,False
716866308,4,4,2,True
709707033,1,6,2,True
718346658,3,7,2,True
824157858,3,6,2,True
709735008,3,6,2,True
814593858,2,9,4,True
718416858,3,5,2,True
710307933,4,4,2,True
715870758,4,6,2,True
713819283,5,7,2,True
710424408,3,4,2,True
719013108,7,5,2,True
717769008,5,7,2,True
709986633,4,2,2,True
721062408,2,1,1,True
771349458,4,5,2,True
771441558,5,5,2,True
756409758,2,4,2,True
778885158,3,8,4,True
715543908,2,6,2,True
717591483,4,5,2,False
714573258,4,4,2,True
712281183,2,6,2,True
717670758,6,6,2,True
771556308,5,3,2,True
708931908,3,2,1,True
718894233,5,4,2,True
708927108,1,5,2,True
717831783,2,5,2,True
709288383,6,7,2,True
710813733,4,8,4,True
721084833,3,6,2,True
711258108,2,7,2,True
710149008,6,4,2,True
711902058,4,4,2,True
716757033,5,5,2,True
712688433,4,6,2,True
713203908,2,5,2,True
711772008,1,3,1,True
708799983,4,5,2,True
741344808,4,7,2,True
802087683,5,9,4,True
712491108,5,5,2,True
714767508,4,9,4,True
720376008,5,4,2,True
779126658,5,4,2,True
793222008,5,5,2,True
720812433,3,7,2,True
717623583,4,1,2,True
708878508,2,2,1,True
710043408,4,4,2,True
710749458,2,6,2,True
799498158,3,3,1,True
716334258,4,4,2,True
716075208,3,7,2,True
780276258,2,5,2,True
715247508,2,5,2,False
718784358,5,9,4,True
751450008,3,2,1,True
711050058,3,5,2,True
779040408,2,10,4,True
714024858,2,7,2,True
789849108,5,8,4,True
710391258,4,5,2,True
718830183,3,6,2,False
779696883,2,4,2,True
737971833,4,4,2,True
772468983,3,6,2,True
710990283,2,4,2,False
808750458,5,5,2,True
719692983,4,6,2,False
719125158,6,4,2,True
719206308,2,2,1,True
717141858,4,3,2,True
708347583,2,4,2,True
711006783,2,7,2,True
718274283,5,8,4,True
715216908,3,7,2,True
779611008,4,5,2,True
811467708,4,6,2,False
812597508,5,4,2,True
813990483,2,8,4,True
789627258,5,5,2,True
713346558,4,5,2,True
708744933,2,6,2,True
708828258,3,8,4,True
713511108,4,5,2,True
710208633,4,7,2,True
717837858,4,9,4,True
709382958,3,2,1,True
716253858,2,4,2,True
713725683,6,3,2,True
816033783,4,6,2,True
715065483,4,5,2,False
713983308,3,5,2,True
